Name	a332577	a332581	a332585	a332589	a332593	a332597	a332601	a332469	a332477	a332481	a332485	a332489	a332353	a332361	a332365	a332369	a332373	a332241	a332245	a332249	a332253	a332257	a332261	a332265	a332129	a332133	a332137	a332141	a332145	a332149	a332153	a332633	a332637	a332641	a332645	a332649	a332653	a332657	a332525	a332529	a332533	a332537	a332541	a332545	a332409	a332413	a332417	a332421	a332429	a332297	a332301	a332305	a332309	a332313	a332317	a332321	a332185	a332189	a332193	a332197	a332201	a332205	a332209	a332605	a332609	a332613	a332617	a332625	a332629	a332493	a332497	a332501	a332505	a332509	a332513	a332381	a332385	a332389	a332393	a332397	a332401	a332405	a332269	a332273	a332277	a332281	a332285	a332289	a332293	a332157	a332161	a332165	a332169	a332173	a332181	a332661	a332665	a332669	a332673	a332677	a332685	a332549	a332553	a332557	a332561	a332565	a332569	a332437	a332445	a332449	a332457	a332461	a332325	a332329	a332333	a332337	a332341	a332345	a332349	a332217	a332221	a332225	a332229	a332233	a332237
tyrosine	11	11	12	3	12	12	10	10	11	5	11	8	0	10	12	10	12	9	10	8	10	9	12	12	0	3	3	12	1	3	1	11	11	0	11	10	11	11	10	10	10	8	7	2	2	12	12	12	10	12	12	11	11	11	11	12	2	7	7	7	4	2	1	12	12	12	13	12	13	7	2	11	11	10	8	8	8	8	9	5	8	8	18	7	16	13	16	16	14	10	6	5	5	0	0	12	12	3	12	10	13	10	12	8	10	11	8	8	5	9	8	8	16	16	13	16	11	10	14	11	0	5	2	4	3
tryptophan	0	0	0	0	0	0	0	1	0	16	1	1	0	0	0	0	0	1	12	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
trehalose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taurine	3	5	3	4	5	3	5	6	6	5	5	6	5	5	5	4	5	6	5	8	6	6	6	6	4	3	4	3	4	5	3	4	3	0	5	3	3	3	5	5	5	4	6	4	5	5	5	5	5	6	5	6	6	6	6	6	3	5	3	4	3	4	3	22	22	21	15	14	6	19	18	19	12	17	17	18	10	17	17	17	5	17	23	22	19	9	7	20	22	22	23	22	15	10	4	5	6	5	5	7	5	6	6	6	6	6	5	6	6	6	6	6	8	21	8	8	6	7	8	5	5	4	5	5	5
sucrose	0	0	0	2	0	2	0	0	1	1	6	2	0	0	0	0	1	0	1	0	0	0	1	7	0	0	0	0	0	2	2	2	3	0	0	2	4	3	2	1	1	2	0	0	2	0	1	2	0	0	1	1	1	1	0	1	5	1	0	1	2	0	1	0	3	2	0	3	0	0	1	4	2	0	1	0	0	1	1	0	0	1	0	4	1	3	0	2	2	1	0	0	7	0	1	1	2	0	0	4	3	2	3	3	7	1	0	9	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
succinic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
stearic acid	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	7	1	1	1	4	3	0	0	6	1	0	0	1	2	7	1	1	2	3	3	0	0	0	0	0	0	3	1	0	0	1	1	2	3	3	0	3	0	0	1	1	1	1	1	0	1	1	0	0	2	0	1	0	1	0	0
serine	0	5	2	1	4	3	0	2	5	4	2	2	2	0	0	0	0	7	2	2	1	0	2	10	1	4	1	14	2	2	3	4	0	0	2	0	1	2	0	0	0	1	1	3	0	0	1	0	1	2	1	1	1	1	2	1	1	3	6	2	3	5	1	0	0	0	0	0	0	2	2	1	2	2	2	0	0	1	0	0	1	3	2	0	0	1	2	0	2	0	3	5	3	3	2	0	0	0	0	0	0	9	2	8	2	2	0	1	0	0	0	2	5	1	0	4	1	0	5	0	7	0	4	2	7
ribulose-5-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	2	2	0	0	0	0	2	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	18	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	2	2	2	4	0	1	0	0	5	4	1	2	0	0	0	4
ribose-5-phosphate	0	1	0	9	0	1	1	0	0	3	0	0	0	0	0	0	0	1	2	2	1	0	1	4	0	2	0	0	0	3	6	0	0	0	12	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	2	0	3	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	2	2	2	1	1	1	0	1	0	0	0	0	0	0	3	0	1	0	0	0	11	6	1	5	2	2	6
ribose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putrescine 3TMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phthalic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphoric acid	3	2	2	1	4	1	1	2	7	3	3	2	0	4	4	1	4	7	10	10	6	5	5	5	5	3	7	0	2	3	3	2	3	7	2	2	2	0	1	4	3	3	8	6	2	3	3	3	4	4	6	6	12	2	3	1	1	4	3	3	1	7	2	1	3	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1	1	1	0	0	0	0	0	0	0	0	1	0	5	2	0	1	2	1	0	0	2
phosphoethanolamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phenylalanine	2	1	11	2	8	11	5	0	0	0	3	0	0	7	0	0	5	12	0	8	5	1	2	10	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	4	3	0	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0	4	3	3	9	4	2	0	0	1	0	0	0	2	0	0	3	0	0	1	9	5	4	9	5	4	9	0	0	0	0	0	0	4	6	0	3	2	4	2	1	0	1	0	0	0	1	4	4	4	2	4	1	7	9	9	4	0	0	0	0	1	0
pentadecanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
pelargonic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
palmitoleic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
palmitic acid	5	1	4	5	8	8	5	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	2	1	0	0	0	0	0	0	0	6	7	0	6	6	2	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	6	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
oleic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octadecanol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
myristic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
malate	0	4	6	5	3	3	1	1	0	2	1	1	1	2	2	0	1	1	3	13	6	0	1	3	0	12	12	3	12	4	2	6	3	1	0	2	5	5	0	0	0	0	1	4	4	0	2	0	0	1	1	1	1	2	1	8	6	4	3	3	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	2	0	0	3	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	3	3	0	0	3	0
lysine	0	5	0	0	5	0	4	3	6	0	0	1	0	1	1	1	6	0	9	2	0	1	0	0	0	0	0	3	0	1	0	6	0	0	0	2	6	5	0	4	4	3	0	3	0	0	0	1	0	6	7	0	1	5	3	5	0	0	5	5	0	0	0	4	9	9	7	8	8	8	5	12	11	11	5	2	2	1	10	2	0	2	11	3	10	4	3	11	6	7	7	7	7	0	4	0	2	8	0	7	1	7	3	5	7	2	4	1	5	1	1	1	2	7	11	3	0	5	3	0	4	4	4	4	0
linoleic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lauric acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lactic acid	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	2	0	3	0	0	0	0	0	0	0	1	1	4	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	4	2	2	0	0	1	1	0	1	2	1	1	17	1	1	0	0	1	1	0	0	0	0	0	0	2	0	1	1	1	17	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2
isoleucine	3	0	0	0	4	1	1	0	2	0	4	0	0	0	0	1	0	0	0	1	6	0	1	7	0	2	0	9	1	1	1	3	0	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	2	1	0	0	1	0	1	0	2	1	1	1	6	0	0	0	0	4	0	1	2	1	2	2	2	2	2	1	0	2	1	5	2	3	2	3	2	3	2	2	3	3	9	3	3	3	0	0	0	0	1	0	9	5	8	3	4	0	0	0	3	0	1	9	1	3	4	0	0	10	3	9	1	4	4	10
inositol myo-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	3	3	1	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	2	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
inosine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydroxylamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	25	1	1	2
heptadecanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glycolic acid	0	1	0	1	1	2	1	0	0	0	0	0	1	1	1	1	2	2	1	1	0	1	3	1	1	1	1	1	1	1	1	2	2	0	2	3	1	1	0	0	0	0	0	0	1	1	1	1	1	0	2	3	0	1	0	0	15	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	3	0	1	3	1	1	19	1	2	0	1	1	2	2	0	1	0	1	0	0	1	0	1	1	19	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	11	1	0	0	0	0	1	2	1
glycine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0
glycerol-alpha-phosphate	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
glucose	0	0	0	0	1	1	0	1	9	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fructose	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	1	0	1	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
elaidic acid (put)	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	5	1	4	2	0	1	0	1	1	1	0	1	1	2	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	1	0	3	0	1	2	0	1	9	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
citric acid	4	4	3	6	1	6	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	1	0	0	2	4	3	0	4	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	6	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	2	0	1	1	4	2	1	0	0	1	0	0	10	14	14	16	7	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
cholesterol	1	1	2	2	2	4	4	0	0	0	0	1	0	0	0	0	0	11	10	2	11	10	10	12	0	7	2	2	4	0	1	1	1	5	7	3	8	3	1	2	4	3	0	0	0	8	0	0	0	10	10	6	10	10	11	11	11	12	2	2	1	0	4	1	2	2	0	1	3	2	0	0	0	0	0	1	1	0	0	1	0	1	14	12	12	5	12	13	13	9	1	3	2	7	6	6	15	0	1	7	2	3	1	5	0	0	0	1	1	1	0	1	14	0	13	12	0	1	13	4	2	0	4	3	1
capric acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
butyl stearate	6	1	2	1	5	5	5	2	2	3	1	4	9	3	2	4	5	10	7	7	10	6	8	6	7	5	11	4	6	5	4	5	4	0	5	2	10	4	11	2	12	4	8	3	4	6	8	3	1	9	10	7	3	6	7	10	6	13	4	10	4	5	3	2	3	1	1	2	2	5	6	7	5	5	5	5	6	3	11	1	3	4	2	2	3	2	2	2	2	0	6	1	3	3	2	11	2	1	16	1	1	0	7	0	7	7	0	3	8	2	12	3	2	3	19	13	5	2	1	2	16	1	9	3	1
arachidic acid	0	1	14	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha ketoglutaric acid	3	3	4	3	4	5	4	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	10	0	17	22	5	3	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	2	2	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	3	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
adipic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adenosine-5-monophosphate	1	6	7	6	1	0	10	12	8	10	12	10	12	6	12	1	1	2	3	13	13	2	4	3	12	12	12	12	7	12	12	4	8	0	2	6	2	0	11	2	10	2	9	11	12	4	13	10	12	4	2	12	20	4	4	3	12	12	12	12	12	12	12	0	3	0	3	0	7	10	11	8	10	6	10	5	6	6	5	6	8	7	3	4	3	3	4	5	4	13	13	14	14	14	14	0	5	8	9	7	5	9	10	11	9	10	11	6	8	9	8	7	2	1	4	2	10	12	2	13	14	13	13	14	14
2-hydroxyvaleric acid	4	0	1	0	0	0	0	1	0	1	0	2	0	0	1	3	0	4	1	10	7	0	3	4	17	1	1	1	3	2	6	8	0	0	0	0	1	4	1	1	1	1	1	3	13	1	1	0	0	5	0	0	1	1	0	7	9	2	4	1	4	1	12	0	1	3	0	1	3	0	0	0	0	0	0	1	4	1	1	1	1	1	0	5	6	3	8	2	6	4	7	3	7	4	3	0	2	1	2	1	4	1	2	10	0	1	0	1	2	1	1	2	1	0	0	0	0	0	4	6	2	2	3	11	2
1-monostearin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0
1-hexadecanol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-hydroxybutanoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	1	0	5	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1
222295	1	0	5	1	1	0	1	19	21	3	12	3	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	1	1	5	0	0	0	1	4	4	4	3	4	3	0	1	1	0	0	0	0	1	2	0	0	1	1	0	8	0	2	2	3	3	5	1	1	5	3	2	4	2	2	2	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	3	2	4	3	3	6	10	1	1	0	1	3	1	0	0	0	0	0	2	0	0	0	0	0	1
