Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
tyrosine,,7.4998,7.1898,9.0168,6.3038,6.5236,8.2288,7.5999,6.7549,8.9858,6.5392,8.1649,9.5118,8.4346,7.8826,8.611,7.0768,6.3923,6.4263,6.4919,6.4429,7.3663,6.6865,6.0224,8.1649,8.1085,7.4594,13.1884,8.3219,8.2046,7.9366,8.3619,7.8517,7.2574,7.858,8.5622,7.7682,7.1497,8.2621,7.5078,8.3707,8.3443,9.2432,9.2831,9.6671,7.8948,7.7074,7.0768,7.8138,5.7814,6.3399,7.4757,6.9307,7.585,7.2288,6.2479,8.2288,7.2479,7.3038,6.4263,7.5236,8.2432,8.388,15.7478,16.3988,15.3933,16.0053,15.1591,15.3983,14.5004,13.7491,15.2559,15.4059,15.162,14.4489,16.0723,15.0409,14.2584,16.1196,14.3433,14.3556,15.0041,15.5371,13.2831,14.8432,15.1888,13.5832,14.8512,14.056,15.3049,14.9878,14.0993,13.888,12.4455,12.7657,15.2926,14.9323,13.7137,14.4814,13.6769,15.0327,13.8149,16.0205,14.5384,15.2015,14.7113,7.5774,14.7069,14.4614,14.9531,14.6866,14.6814,14.5436,14.9825,13.0845,14.8625,7.5774,9.0688,14.472,14.108,11.2697,8.6366,11.4538,10.9766,14.1164
tryptophan,,7.1189,5.2095,7.0444,5.9542,7.3309,8.0056,4,5.2095,3,6.9189,6.3399,7.1189,7.3129,7.0553,6.9307,5.3923,6.8455,2,5.0875,4.5236,5.9773,7.0875,6.9542,6.6582,6.4919,8.0224,10.4676,5.2095,7.1085,7.1699,6.8202,7.0444,7.4919,8.4919,6.9887,6.7549,6.4429,7.3837,6.4429,7.7549,7.1293,7.0224,7.0334,7.3837,7.2946,7.7814,6.4594,6.7279,4.3923,6.2095,6.6724,5.4919,7.1396,6.5078,5.6439,6.1699,7.6865,6.7415,5.7004,5.7549,6.2668,3.7004,11.2426,11.8463,11.2125,11.9484,10.7674,11.0941,10.1396,9.2597,10.2597,11.0196,10.3987,10.007,10.8773,10.8463,9.4838,11.2143,10.1085,10.1787,9.944,10.2538,8.1799,9.7022,11.6595,8.6147,5.8826,9.5157,11.2161,11.1209,10.2819,10.0084,9.7515,8.3487,9.6239,10.014,8.7211,10.0728,9.3287,10.0634,9.1111,11.0203,9.7245,10.2842,9.6618,5.3219,9.8392,9.6582,10.3163,10.0362,10.4543,8.4346,10.255,6.6439,8.5507,7.2192,7.5314,8.0389,6.4757,9.2021,9.2503,8.5962,8.8202,10.9665
trehalose,8.9571,8.8361,9.5699,8.9129,8.0875,8.8234,9.0389,9.5565,8.8549,9.8074,9.3859,9.6184,11.4215,9.9114,9.3641,9.6564,8.3619,8.2479,7.585,8.0715,8.3038,8.7211,9.1548,8.7912,8.0444,9.1497,8.5699,12.1529,9.403,9.6724,9.5999,7.6935,8.2668,9.9454,8.1548,7.1189,9.7928,6.9887,8.9887,8.5275,9.4073,8.5962,9.9024,10.0375,9.3015,8.8202,9.2408,9.0715,9.4388,7.3038,8.1344,9.3707,9.0251,8.9944,8.4838,8.6546,8.7415,9.6511,9.4512,9.2384,8.5118,9.6202,9.0661,11.5008,11.5751,11.272,11.3365,11.0035,11.3354,10.2192,10.9241,10.5382,10.6751,11.0098,10.5147,11.0396,10.7993,10.352,10.978,10.5216,10.6184,10.8194,10.3891,10.7254,10.6156,11.4898,10.9241,10.8704,11.3886,11.8853,11.6008,10.9687,10.6129,11.3848,10.7013,11.2544,11.4051,10.643,10.224,10.4898,11.0327,10.4757,11.3072,10.8368,11.294,11.0217,9.3794,11.1849,11.3636,10.3663,10.9751,11.638,10.8384,10.7177,10.7296,10.2131,9.3061,9.1344,11.7385,11.0841,10.4949,11.3663,10.4737,10.6165,11.4949
taurine,5.5546,5.4919,7.1085,5.585,5,6.1085,4.858,4.3923,4.2479,6.3219,5.4263,4.7549,5.7549,6.7142,5.9542,7.5699,5.7279,4.2479,6.2479,3.3219,5.9069,6.0224,5,5.1293,4.3219,6.2854,5.3219,7.098,4.7004,4.7004,5.8826,5.9307,6.3923,7.3038,4,7.4512,7.1497,5.4919,6.9773,5.3576,6.1898,7.2288,4.858,6.9189,6.0875,5.6147,5.8329,4.2479,6.375,5.7279,6.9425,6.6582,5.4594,5.9542,5.6724,5.0875,6.2288,3.1699,6.8948,3.9069,5.7279,5.4263,6.5392,16.1243,16.3722,14.3828,13.1241,11.9826,8.5546,15.5501,14.9176,15.8058,12.2461,13.1702,14.2192,16.0815,9.6294,12.874,15.7003,14.2969,5.5546,14.4949,15.5107,15.2317,13.9864,12.1338,7.5622,14.5165,15.4289,15.1731,15.7814,14.1684,12.0868,10.6961,7.7074,5.1699,8.1497,3.4594,5.2854,4.3923,8.0224,5.2479,6.8704,5.3923,5.2854,6.9542,5.3219,4.8074,4.9069,4.7549,4.858,4.9542,4.4594,14.4498,5.6439,11.3157,5.5546,4.5236,5.6724,5.6147,5.4263,6.4263,3.585,4.585,5.9542
sucrose,7.1497,10.4471,9.6865,7.0768,9.3242,6.4429,8.8704,7.3487,8.69,6.8826,4.2479,5.8826,10.137,8.9571,9.1599,8.1799,5.5546,7.2192,5.9307,7.0768,6.8074,7.3923,7.4676,10.585,9.9204,8.4757,8.0821,8.5118,8.1948,10.6294,6.3923,10.2046,11.1911,8.7549,7.5469,7.2384,11.3399,6.2854,9.5216,6.5078,9.8202,10.1548,7.7748,7.4838,10.9578,7.1997,6.7142,5.9307,8.4798,9.1799,6.8202,7.6724,7.2479,7.2668,9.4263,6.7142,10.9794,7.4512,8.683,6.5699,6.1497,7.6865,6.1898,7.8202,12.2636,11.0674,10.403,11.3799,9.1997,9.9144,10.2432,6.7004,10.9388,9.7432,10.3454,8.8765,9.9801,7.8887,7.5392,7.8887,9.3309,8.1396,9.1215,11.411,8.8361,12.2703,9.6883,7.2761,7.7879,8.5736,10.3891,10.5216,12.822,11.6138,8.4263,10.4949,8.0224,8.585,8.9513,6.858,6.6865,7.6073,7.4919,11.3354,13.6374,8.224,8.8265,13.3088,10.8463,7.2668,9.1059,10.2644,8.5546,9.3923,7.4346,10.7773,6.8948,10.6627,7.9069,7.7074,8.69,7.1497,8.7515,9.3443,11.888
succinic acid,15.9216,16.1789,16.9366,16.7983,16.3733,16.4279,15.758,16.1638,15.0861,16.3793,16.2061,16.5038,15.5896,17.1133,15.8409,16.3502,15.838,15.5694,15.4501,15.3124,15.3858,16.585,16.3789,15.4501,15.3787,16.0179,15.5272,15.5975,15.521,16.1953,15.8533,16.9014,17.5744,15.2931,16.9194,17.777,16.5717,16.2493,16.0375,16.2871,15.9612,16.3258,16.6089,16.111,15.8075,15.8999,16.3627,16.4657,16.5627,15.8214,16.2101,16.5413,15.7181,15.6571,15.7487,15.4763,15.3771,17.2304,18.3654,17.5612,17.5941,17.6255,16.6815,16.7395,15.6749,14.4142,15.0033,13.9989,15.2194,15.3061,15.8765,15.2038,15.797,14.7591,14.8367,15.2876,15.7764,15.1102,15.1665,15.1508,15.5102,14.963,14.7137,14.9342,14.2528,15.4682,14.5767,14.5786,14.899,15.916,14.8291,15.0746,14.0421,14.5925,14.5174,17.0537,16.6299,14.5961,14.3735,15.1701,15.1752,14.1432,15.985,16.0238,14.7766,15.1254,13.8638,15.0487,15.7665,16.1349,16.0027,15.2123,15.5616,14.5773,14.9559,13.6947,15.5613,16.0205,15.9464,14.6265,14.5139,16.8466,14.4469,14.7366,16.2773
stearic acid,17.9311,17.303,18.9064,18.0689,17.6495,18.1277,18.1101,17.5015,16.9609,18.0349,17.6499,17.7292,19.4002,17.8705,18.6233,17.1855,17.9986,17.2165,15.919,16.2206,16.5206,17.184,17.2982,16.8971,18.0375,17.4928,17.5972,17.3136,19.293,18.0378,18.1208,17.5703,17.5152,17.6361,16.8527,17.2776,17.816,16.8182,17.8878,17.5801,18.005,17.8349,18.0627,17.9618,18.2088,17.2379,17.0558,17.1063,18.1672,17.1592,16.8435,17.3773,17.9279,17.334,17.0696,17.1575,16.9111,16.8366,17.3212,17.0531,16.8576,17.1693,17.7448,16.9198,17.458,16.5108,16.8803,16.4062,17.6067,18.8358,18.2619,16.6626,18.1796,19.0929,18.2763,16.6928,17.9725,18.3162,16.7431,17.3229,16.9079,16.5015,17.626,18.7666,17.0804,17.528,17.6812,15.6648,16.3163,17.2699,16.7953,16.8844,17.0722,16.6508,16.8222,18.4733,16.1886,16.3597,16.93,16.2744,16.6641,15.9308,18.0146,16.9295,17.9948,17.0225,16.6318,17.2262,16.3294,16.1982,16.3706,16.9333,16.5027,18.9359,16.1701,18.4773,17.3481,17.3422,17.0813,16.177,17.7879,16.924,16.0024,16.4709,18.4895
serine,8.4798,12.0362,10.9758,8.6795,11.6497,6.9658,9.4471,7.0553,11.2767,11.6546,8.1085,7.375,11.7507,8.9687,9.6257,10.062,7.4838,4.585,9.7296,5.9773,7.0112,7.8704,8.8734,11.6768,8.4798,11.4558,8.7582,15.0613,7.2479,10.8734,7.4512,7.2761,10.3934,6.9887,7.1396,9.6475,11.2426,7.3663,9.6812,8.0928,9.3729,7.7879,11.0532,6.8202,10.6129,8.5353,7.585,8.4919,7.2095,6.5392,7.1396,9.5831,9.1699,7.8704,9.0417,7.9887,10.4105,7.3309,12.7149,9.7549,7.5999,7.1599,9.8074,11.6582,13.4078,12.2315,12.7432,12.0283,10.584,12.3026,11.7215,11.0355,11.4914,11.7578,12.3748,10.4419,11.4944,9.3287,11.543,11.2192,8.9687,13.2134,11.9484,9.9556,11.2204,11.713,11.1131,11.0505,11.567,11.6493,12.5409,8.2761,12.129,12.5908,11.0654,10.6618,12.2541,11.3603,10.3509,9.7432,11.4231,5.4263,12.2303,7.1997,12.4732,11.5901,10.9084,12.8386,12.4638,10.8895,11.5911,10.4294,7.4009,11.4057,9.1548,13.2763,10.4553,9.2946,7.3837,10.2761,6.8074,11.9159,12.9988,12.1062,7.0334
ribulose-5-phosphate,5.4263,7.3038,6.8948,5.2095,5.7004,5.8826,5.5236,6.9307,5.4594,5.9069,6.9542,6.2288,5.4594,6.2479,5,6.3576,3.7004,3.1699,3.7004,4.0875,5.3576,5.5236,6.3576,5.5546,3.9069,5.5236,4.2479,6.8826,5.3219,4,6.0444,4.0875,6.1898,4.585,4.3219,6.3923,5.1293,4.9069,6.7549,5.4919,6.2854,7.3487,5.8826,4.4594,6.375,1.585,5.9773,5.9069,5.8329,5.8826,5.5236,7.2384,6.0224,5.6724,5.8329,6.6439,4.8074,4.9069,6.2095,6.2095,5.4919,6.7415,6.7944,9.5962,10.6448,9.9513,9.5411,9.0715,10.4998,9.6618,9.3794,9.7781,9.5038,10.2923,9.1007,9.7944,9.388,9.0715,9.8138,9.9687,8.7415,9.858,9.8994,9.2456,9.4346,10.1459,9.2021,9.3083,10.2143,10.7237,10.115,10.0389,9.4594,8.8918,10.6466,9.8486,10.1111,9.545,9.8502,9.0056,10.4858,9.3443,11.3745,10.4788,10.2432,11.0828,7.6582,9.4242,10.3597,9.5392,9.6036,10.7074,11.0782,10.1886,9.545,9.5981,4.8074,3.3219,11.1325,10.4419,10.1202,8.6221,9.4115,9.5887,11.7553
ribose-5-phosphate,5.0875,6.8329,6.858,3,4.3219,6.1497,6.0444,6.8948,6.1085,3.9069,6.4094,6.7415,4.9542,6.0661,6.3219,7.1699,5.2479,4.7004,3.585,3.8074,4.3219,6.6294,5.0444,3.7004,4.9069,4.7549,4.858,5.6724,5.8074,4.5236,2.8074,5.2854,6.5699,6.1497,2.3219,5.2095,5.7814,5.585,6.7944,3.8074,4.7549,6.5236,5.6147,4.9542,5.585,4.9542,3.3219,6.2479,5.7004,6.1293,5.0444,7.6724,5.2479,5.3923,5.0444,4.6439,5.6439,4.7004,6.4263,4.1699,5.6439,6.8074,6.2479,10.3509,10.3309,9.8502,9.6018,9.236,10.2021,8.4717,8.5469,8.1137,8.7781,8.7211,7.8948,10.7151,9.5038,9.4242,9.7074,9.2877,8.8455,10.207,10,9.3129,9.5216,10.1812,9.4009,9.4858,9.6812,10.2131,9.9454,9.3902,9.1059,9.1898,11.0614,10.7322,10.352,9.6457,9.6147,9.1344,10.4686,9.4858,10.6147,10.1163,10.1176,10.1137,6.9658,9.3038,9.8041,8.69,8.7142,9.0795,11.041,10.5498,9.9929,10.1984,6.4919,5.4919,11.7245,11.06,9.3859,3.585,9.4429,9.6865,11.9218
ribose,6.3038,4.4594,7.6221,5.585,5.8329,6.3399,5.7279,5.9069,5.8074,6.6439,6.858,5.6147,6.8329,6.3576,6.4263,7.0224,5.8826,4.7549,5.6439,4.858,6.2095,5.5236,6.3038,4.9069,4.5236,6.6294,5.7814,7.2574,4.7004,4,6.2095,5.4919,6.2288,6.0661,5.2479,6.9189,6.8074,5.858,6,4.8074,6.3923,6.4429,5.7549,6.7944,6.5392,6.6724,6.0875,5.2479,7.0444,5.3219,6.4094,7.6147,7.2479,6.1699,6.0224,5.4919,6.0224,5.9069,6.7549,6.4919,6.6439,5.7549,7.1599,8.1085,8.0768,7.2574,8.1749,6.1699,7.5999,7.2574,7.5699,7.7616,6.8948,7.5236,6.1293,8.3966,7.9658,7.0875,7.6865,7.1898,6.6294,7.1699,8.1293,7.4512,7.4429,7.7879,7.2854,5.5236,7.2946,7.6582,7.2192,7.3129,6.8329,7.375,8.0334,8.7108,8.0661,6.9542,6.7814,6.9189,7.3399,8.8329,9.3399,8.9513,8.2621,8.7846,8.5887,8.6795,8.1948,7.2479,7.5392,7.7142,8.676,7.3837,7.0553,7.7211,5.7004,6.3576,8.0056,6.858,8.3966,5.2479,8.3354,8.0444,9
putrescine 3TMS,13.2291,14.1833,12.6821,11.9237,12.973,12.0105,12.0708,12.479,12.8164,12.9897,12.9732,12.6414,12.5416,13.4142,12.9235,13.0478,12.0025,11.1529,11.4205,11.0168,11.431,12.3622,12.4901,12.6786,11.9414,14.0541,10.8986,12.6459,10.3869,12.796,11.8082,12.1715,12.864,12.6477,11.6101,12.1453,13.0941,11.6799,13.0387,12.3281,12.4752,13.4612,13.5791,13.1974,12.1115,11.7553,12.1069,12.1357,12.0091,11.7624,12.2863,12.703,12.5955,11.7377,12.4346,11.7977,12.0185,11.7168,13.7057,13.3523,11.183,12.8669,13.8325,12.5833,12.2405,11.1997,11.4959,11.3729,11.5864,11.0587,11.9855,11.3641,10.7142,11.0674,10.8549,11.8372,10.8986,10.7863,12.168,11.1898,11.4041,10.3837,11.1144,11.7924,10.7279,11.3977,10.9744,11.544,11.7632,11.5943,12.0032,11.577,10.3015,11.1,12.7177,12.0355,12.2618,11.6671,11.163,11.1485,10.8626,11.4486,12.4888,11.4924,11.7973,12.062,11.8412,10.6312,12.1836,10.7674,11.7657,11.6439,11.3608,11.0355,10.7515,12.2688,12.8823,11.9418,11.6618,11.0895,10.8986,10.6865,10.941,11.8746,11.4346
phthalic acid,14.7585,14.812,15.7426,14.7352,14.2724,14.3264,14.5257,15.0349,13.5887,14.3488,15.5605,14.676,14.7733,15.3919,15.1445,13.9895,14.5105,13.3746,13.4987,13.2513,13.4473,14.13,14.1322,14.0895,13.0906,15.2917,14.8333,13.7766,15.0666,14.7769,15.4745,14.303,15.2953,11.2715,14.5171,15.4315,13.8682,13.1794,15.0167,14.7927,14.7053,15.5656,14.4605,14.7727,14.353,14.2024,14.6453,14.6658,15.0212,13.3748,14.2014,13.8522,14.9645,14.4126,13.9526,13.2167,14.4839,14.4669,15.3681,14.9445,14.6054,15.3044,14.9492,12.8465,13.795,12.8514,13.2637,12.702,12.5575,12.7709,12.8425,12.7814,12.378,12.6034,12.1344,13.1607,12.9864,12.476,12.7834,12.7499,11.9887,12.349,12.7465,12.643,12.5445,13.8374,10.5784,12.6974,12.7863,13.5282,13.2894,12.7307,11.9244,12.9487,12.8029,12.9614,13.0165,12.5177,11.3826,11.933,12.4686,12.6382,13.4257,13.1852,13.1721,12.8068,12.6461,12.6989,13.24,11.9908,12.8626,13.4506,13.181,12.5519,12.7846,12.4851,14.4974,14.7767,13.5954,13.1561,11.9582,13.5639,12.6013,12.8897,13.562
phosphoric acid,19.0431,18.4731,16.6557,18.8424,19.1661,18.7877,18.3815,19.3918,20.0996,19.2315,18.9166,19.3067,17.2621,16.4345,16.2063,19.7206,19.6969,20.044,20.3767,20.3577,20.0321,19.2319,19.2972,18.8554,19.551,19.2383,19.8866,18.7408,17.3956,18.3352,17.9721,19.1992,17.5205,12.7198,19.9381,17.8431,17.7342,19.8919,18.2308,19.7308,18.8527,18.643,17.0767,17.6746,17.5046,20.1404,19.5331,19.9405,18.3637,20.1614,19.4083,19.1478,17.0826,19.862,19.787,19.9455,19.1886,19.659,18.4176,18.6182,19.4295,17.0159,17.9241,20.0659,18.4013,20.2746,19.9777,20.0168,19.996,19.7887,20.0598,20.2879,20.0647,19.9433,19.9858,20.0737,19.9305,20.2526,20.1492,20.5372,20.3821,20.3458,20.2196,20.0717,20.2881,19.8991,20.2637,20.4396,20.4094,19.8881,19.8936,20.2511,19.7646,20.0697,20.3558,19.7892,20.1158,20.5502,20.4892,20.4779,20.2951,20.5395,19.0018,20.2315,19.5375,19.9898,20.2455,19.9075,20.0678,20.1931,20.0785,20.0905,20.3559,19.6795,20.3777,20.1741,19.1042,19.7015,20.1492,20.5086,20.3588,19.5932,20.2361,20.3131,19.7788
phosphoethanolamine,8.3619,8.6366,8,8.7879,8.5507,8.585,8.3619,8.375,7.0768,8.9801,8.2668,8.0112,8.0607,8.9396,8.5584,8.5584,8.1396,8.6653,9.3772,8.3576,9.8297,9.8517,9.8826,10.2444,8.0928,8.8202,7.7482,9.683,7.6582,8.4009,8.3794,8.6795,8.1241,7.2854,8.2715,9.4533,8.7177,7.7482,8.5038,7.4919,8.3354,8.4094,10.4231,8.5392,9.2167,7.2574,8.3354,8.1699,7.5774,8.4998,9.4073,10.0056,10.4788,10.0954,8.8297,8.0928,7.9009,8.2384,9.7781,8.0715,8.6366,8.8642,8.8234,10.5897,11.8396,10.7599,10.9418,10.4757,11.1209,10.3641,10.2562,10.4747,10.8178,10.4346,10.0634,10.7339,10.8033,10.5147,10.6671,10.3487,11.6188,10.2538,10.352,10.7532,10.4717,11.1855,10.1111,10.3966,10.2252,11.0967,11.703,11.1137,10.7515,9.7781,8.9337,9.4878,9.8948,10.1459,10.9233,8.2621,10.2467,8.3174,11.4014,9.9454,10.8719,10.9352,9.2854,9.4325,9.3794,10.3242,10.0755,10.3902,9.7649,11.3387,9.3815,8.0056,8.6439,8.8329,10.2574,9.8376,10.5353,9.8963,8.8611,9.3554,11.3691
phenylalanine,7.7748,8.6439,7.2946,8.388,7.6582,6.7142,7.8642,8.2992,8.5469,9.0954,7.5546,8.6546,9.0307,7.8074,8.7279,9.3061,7.5236,4.4594,7.0875,5.6724,6.6865,7.6366,7.8455,6.2288,8.0715,7.8948,7.4594,11.7632,7.4676,8.7977,9.1319,8.8329,8.5236,8.5962,8.2384,8.6865,8.4998,7.7415,8.9571,7.7074,9.2503,8.6439,9.8486,10.0661,9.7194,7.983,7.9658,9.0196,8.7142,7.8826,8.0768,7.8826,8.9915,7.9658,8.0279,7.4676,8.2384,7.1898,8.7944,8.8297,7.9129,8.4009,8.1699,15.2203,15.4983,14.4257,15.3762,14.2645,13.9604,13.6028,13.8874,14.4819,14.4818,14.0161,13.6488,15.0691,13.9974,13.3548,15.1359,13.7553,13.3485,14.0139,14.6345,13.5767,13.6564,15.5131,12.8204,13.4267,14.3648,14.5392,14.6555,13.467,13.0379,13.1684,13.1244,14.3169,14.4848,13.3886,13.5804,13.079,13.872,13.3319,14.8018,13.4495,14.4759,13.2081,11.4289,13.6195,14.0728,13.6831,14.0077,14.1364,12.7846,13.6059,11.6653,13.8025,7.9248,7.9773,13.2758,12.8238,11.5464,14.6682,12.8198,12.9407,13.2064
pentadecanoic acid,10.4767,10.7715,10.7372,10.9233,10.6724,10.7432,11.0967,10.4818,9.6018,11.1209,10.3476,9.9366,10.8826,12.2279,10.4147,11.0203,11.0708,10.3608,9.5353,10.1357,10.0362,11.2779,11.3219,10.5382,10.4252,10.3619,10.151,12.9518,10.3185,10.8494,10.5038,10.6312,11.6551,9.7296,9.973,10.2621,10.7879,10,11.0795,9.5755,11.9341,10.4666,12.3306,11.1299,11.8638,10.0647,9.7846,9.7599,10.5622,10.3608,11.3337,10.7423,11.3531,10.9908,10.7004,10.0224,9.8517,9.9278,10.2644,9.8424,11.0007,10.3772,12.4173,9.0471,10.0444,9.5831,9.6493,9.42,10.0498,8.8392,8.4998,8.1699,9.1059,9.9816,9.944,9.1724,10.1267,9.5078,8.1699,10.2656,10.4543,9.9039,10.115,10.5784,9.783,10.5382,9.6564,9.7022,9.7616,9.1472,9.0661,9.8887,9.9944,9.3287,9.5058,8.9513,8.1997,8.1699,8.3966,8.7912,9.875,8.4757,10.7674,9.0634,9.0875,10.3049,9.7698,8.4878,9.1497,9.6812,9.5661,9.0634,10.9256,10.332,8.7715,8.7879,10.4378,11.9144,10.6484,11.3236,8.5469,9.1699,8.5157,7.7004,10.3987
pelargonic acid,16.5955,16.1905,16.8231,16.4501,16.1194,16.0887,16.8126,16.6272,16.3637,16.0131,16.496,16.3838,15.5576,16.6017,17.2718,16.2509,15.7102,16.1253,14.9543,15.1821,15,16.3906,16.1365,15.9185,16.0134,15.2263,15.2551,15.8871,15.8768,16.27,16.5512,16.1092,16.2471,15.738,14.7826,16.5974,16.249,16.0685,16.7285,15.0824,16.2171,16.5486,16.5444,16.5762,16.2983,15.8435,16.163,16.0188,16.5007,15.0693,16.3019,16.4717,16.895,15.7566,15.599,15.96,15.6547,16.1732,17.1028,16.0348,15.6466,16.4939,15.6902,15.0278,15.8574,14.2731,14.8794,13.923,16.3174,15.0789,15.3073,14.5757,15.2569,14.5736,14.4457,15.7957,15.2202,14.3081,15.1982,14.4677,15.4912,15.0546,15.6298,14.884,14.652,16.235,15.019,15.1666,16.0617,15.0113,14.3285,16.0952,15.5672,14.7846,14.9188,14.5263,15.2698,14.1337,14.089,14.8781,15.168,14.6372,16.4874,15.0684,14.601,13.8171,14.4577,15.0012,15.1343,15.0228,15.7181,15.9985,15.4247,15.9977,14.436,13.8326,15.5666,15.1776,14.7237,13.3626,13.9882,15.465,14.8551,14.7942,15.2883
palmitoleic acid,9.4009,9.1749,9.3332,9.4676,8.9129,9.2597,9.5641,9.1137,8.3576,9.6564,8.8329,9.3597,8.6257,11.188,9.2574,9.6147,10.6092,9.3619,8.6653,8.9337,9.1523,10.4315,10.4858,10.5226,9.2831,9.1215,8.3219,13.9399,9.0056,9.4157,9.4471,9.2503,10.5498,8.7814,8.2336,9.2336,9.9542,8.8074,9.3619,9.3465,10.4357,9.5058,11.6519,9.4429,10.9527,8.2046,8.6294,8.5507,9.403,9.3015,10.2761,10.4522,10.7389,9.7977,9.9263,9.9527,8.3219,9.0768,9.3219,10.3685,10.2738,10.7082,9.8439,8.0112,8.7879,7.5469,7.8265,8.5699,9.5527,7.6073,7.4512,8.0056,7.5236,7.4094,9.0168,8.4998,9,7.7482,8.2574,7.4594,9.4635,9.0715,8.1033,7.3837,8.2432,8.1396,7.4757,9.0741,8.3038,8.0334,8.1649,9.0362,9.5372,7.8704,7.2761,7.3399,8.1293,7.2479,8.4051,7.8074,9.9084,7.2384,10.3772,8.0389,7.4512,9.9174,7.5546,7.5157,7.4594,9.1624,7.8202,8.0768,7.9658,8.9887,7.1799,7.4009,9.1497,9.9542,8.2808,7.3129,7.7944,9.0196,6.7142,7.2761,9.0553
palmitic acid,16.7117,16.2219,16.9107,16.868,17.1214,17.3442,16.9847,14.3327,13.8083,14.6861,14.6202,14.2555,15.8389,16.3338,16.0123,15.1145,15.8045,15.376,14.7047,15.1638,15.9065,16.305,16.8183,16.1402,14.3857,14.2469,13.6839,14.8142,15.3024,14.5775,14.6499,14.291,14.4134,14.1684,13.6684,14.5147,15.3387,14.0856,14.4422,14.2383,14.8177,14.5401,14.9486,14.5722,14.9652,13.2662,13.7296,13.8297,14.486,15.0892,15.4116,15.4344,16.3962,15.7509,15.733,15.4874,14.0745,13.8573,14.0278,14.2552,13.9807,14.545,14.8087,13.0651,13.8272,12.8861,13.2012,12.9993,13.6029,14.1007,13.4278,12.8576,13.9073,14.3756,13.886,13.346,14.1244,13.6314,13.0668,12.8836,13.5234,13.0427,13.7846,14.7379,13.4849,13.787,14.1663,12.5915,12.1102,13.6164,13.2574,13.3927,13.393,12.7649,12.5324,13.6765,12.561,12.2003,13.3407,12.0805,13.2196,12.1636,14.183,12.9638,13.9525,13.1676,13.2122,12.9897,12.3471,12.543,12.793,12.3426,12.7121,14.3021,12.4281,13.37,16.6869,16.1245,13.1372,12.4597,13.6857,13.3414,12.1548,12.3202,15.1463
oleic acid,8.5353,8.9858,8.4221,8.5196,8.4388,8.8392,8.9278,8.8424,7.9129,8.5622,8.1898,8.0553,7.7415,8.683,9.1447,8.1997,7.7616,8.6366,7.1898,7.7944,8.8009,8.8918,9.1674,8.4009,8.7482,8.2336,7.7482,10.9929,9.2691,9.2312,8.4798,8.4594,8.3837,6.5546,8.2046,8.4635,9.7814,8.2808,8.9542,8.4959,9.4553,8.8765,8.543,8.2479,8.6073,7.0334,7.4594,8.1548,8.3966,8.0928,8.8918,8.8796,9.8533,8.4471,8.9629,8.4009,8.3707,8.9484,8.1548,9.8564,8.9396,10.0755,8.3531,6.4594,6.9773,5.3923,6.1898,6.4594,6.9658,7.1396,6.8202,5.8329,6.7142,6.9189,6.4919,6.5546,7.8202,6.5546,6.5699,5.8074,6.8074,5.8826,6.3576,7.0334,6.6582,6.8948,6.5078,7.4429,5.9069,6.1898,6.7279,6.8202,6.9069,6.3923,6.1085,5.7004,6.7814,4.858,7.9425,5.1293,6.5699,6.0444,7.7074,6.1898,6.6865,6.4094,7.3219,5.8329,4.7004,5.6724,5.8826,7.0553,6.0661,7.1997,6.3923,5.1699,8.4051,9.1163,6.1497,5.8329,7.4346,8.2808,6.2095,5.2479,8.7616
