Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
222029,12.3587,11.8588,11.9866,12.7709,13.0116,10.6839,12.3163,10.0539,11.7599,12.2024,10.8603,10.4073,10.0279,12.4773,12.7958,12.9981,10.8361,8.5314,10.2143,8.5661,9.6348,9.9454,11.1183,12.3504,10.2384,10.6627,9.4429,12.0808,9.4284,10.5507,10.0701,11.2738,13.0163,11.0974,10.5245,13.4552,13.1835,10.3934,12.2125,12.3611,11.0901,12.2414,12.5871,10.8082,11.2009,9.9039,10.9462,9.5755,10.0661,10.4959,10.5925,12.6211,11.9425,9.7928,11.0634,10.255,10.8788,10.1189,13.68,13.3458,10.6165,12.6551,11.9578,9.4136,12.334,9.4798,9.4594,7.7748,9.4221,11.6452,11.043,12.0835,11.1561,11.1459,10.1874,9.4798,8.3576,8.4635,10.4062,10.8106,8.1849,10.5108,10.4808,9.2288,10.2703,10.3117,10.1662,10.9578,11.0647,10.7134,11.2998,9.3487,12.5078,11.937,11.0881,9.2046,9.9352,9.1898,7.9189,9.7465,10.218,10.3619,11.8595,10.4252,11.5435,11.6284,8,10.2574,12.316,11.0293,11.6613,11.2246,9.3729,10.7482,10.9285,11.7499,12.0241,9.5699,10.2276,10.5333,8.8265,13.4681,11.2709,11.0382,10.3219
222022,13.4748,13.6283,14.5187,14.4442,14.0277,14.5314,14.2625,15.5505,14.5174,13.6715,16.4666,15.0895,15.5135,15.1372,15.1667,13.1021,15.2375,12.4823,12.0105,12.1137,12.2851,14.0099,13.8587,13.2453,14.373,13.6223,16.1603,14.3602,13.6926,15.2855,14.4757,14.7213,13.5101,8.7448,14.4936,14.5109,13.7915,14.8263,15.4203,13.3473,15.3278,13.0449,15.1806,15.7407,15.1021,15.2175,16.2825,13.6512,16.1628,12.6722,13.4972,14.02,14.307,13.6684,13.5069,12.327,14.9814,14.2454,14.5912,14.4005,13.8915,14.8675,13.8167,14.1427,15.9389,14.4684,14.8274,14.4253,14.8572,13.6283,14.3009,13.9828,14.6791,14.5451,13.276,14.6464,15.1371,14.8285,14.3063,14.0813,14.1387,14.6405,14.2399,13.9175,14.4962,15.5152,14.354,14.4244,13.9121,15.6298,15.0208,14.4206,14.4268,15.188,14.1039,14.0013,14.8299,14.5099,12.6959,13.8228,14.8383,14.1289,15.8261,15.3404,14.6499,14.5665,13.5981,14.7077,14.9997,13.989,14.7306,14.3782,15.0142,14.1504,14.2942,13.0808,15.7049,13.9998,14.1531,14.8457,13.1528,13.3369,14.3466,14.444,14.3908
221670,11.8309,11.4252,12.2207,12.8971,12.7151,12.1926,12.9361,11.7731,10.9622,12.2186,11.8661,11.8646,11.1396,12.0505,12.0868,11.8451,10.7665,11.4803,11.6582,11.2784,11.4341,12.4732,11.948,12.2527,11.6064,11.7056,11.7048,12.1173,11.1026,12.2285,12.4378,12.8889,13.3408,12.6786,12.2983,13.2976,13.6111,11.8731,11.8102,11.6861,11.4476,12.217,12.3357,12.0993,11.8463,11.1843,11.7117,12.1843,12.4065,11.5157,12.1157,13.1774,13.0816,11.7653,11.7172,11.6826,11.2204,11.1415,12.9465,12.5491,12.2969,12.9954,12.1219,11.2264,11.4671,11.2402,8.7781,10.978,11.0279,11.0451,11.3526,11.3117,11.4009,10.722,10.69,10.1636,11.0954,10.0928,10.4848,9.9787,9.1523,10.3264,10.0914,10.6856,10.8642,11.8122,10.7271,10.7805,10.9929,11.3259,11.9218,10.9293,10.6618,11.0238,10.2456,10.1874,10.8556,9.8626,9.817,10.6457,11.3526,11.0701,12.638,11.4838,11.6289,12.0348,10.9737,11.227,10.8588,11.1855,11.4378,11.7789,10.7944,10.3554,11.1886,10.7151,11.4661,11.9348,11.0119,10.4105,10.9166,7,11.3021,10.137,11.3597
221619,12.437,13.2143,12.9735,13.9672,13.4767,14.011,13.8289,12.5481,12.3137,12.4951,12.8866,12.5132,11.7486,13.1306,12.8679,13.3216,12.8376,12.6344,12.4289,12.6011,12.8767,13.161,13.6099,12.2814,12.8168,12.0532,12.5038,11.1105,12.3578,13.3855,13.0049,13.6639,13.9346,11.3663,13.4671,13.739,12.8572,13.7156,12.989,11.6909,13.2748,11.6582,13.5828,13.5059,12.4709,12.325,12.4724,11.1118,13.2488,11.6738,13.361,12.7828,13.0636,13.0916,12.8001,12.5464,12.2966,12.5983,13.6522,13.467,13.0701,13.5158,13.4812,11.5531,11.5152,9.0334,9.9352,10.115,11.4712,11.1472,12.2049,11.3504,11.7649,11.0258,11.1273,11.2784,10.3542,11.9377,11.0485,10.0861,13.03,11.0403,11.2814,11.0681,10.5603,12.5857,11.0961,11.6239,10.9293,10.0634,11.0519,12.1347,11.683,11.432,11.4393,10.6312,11.5967,9.9887,10.9226,11.1306,11.2814,11.4367,11.6078,12.7179,10.7228,11.1389,11.6198,11.7155,11.1504,10.8431,10.9744,11.5854,12.0471,12.8823,11.4727,10.8734,12.7013,11.599,11.5713,10.9908,11.7879,11.8746,10.7381,11.6142,12.0563
221597,11.4974,11.0464,11.1636,11.4263,11.1344,11.3815,11.4778,11.4414,10.374,11.7607,11.5536,11.3998,10.7482,11.7245,11.4868,11.9958,11.0327,10.4481,10.0593,10.236,10.0014,11.4548,11.4605,10.3264,10.0808,11.0126,10.2633,10.796,11.0808,11.6312,11.736,11.3619,12.0126,11.8823,10.8541,11.5083,11.8521,11.1836,11.4919,10.9263,11.2691,11.4803,11.7781,11.8166,11.0681,10.1586,11.314,10.858,11.8727,10.4409,10.9851,11.3923,11.4163,10.6978,10.9866,10.275,10.9915,10.6119,11.7969,11.6715,11.6398,12.057,11.2946,10.341,11.2544,9.9944,10.1007,9.8025,10.4378,9.9381,10.1408,10.098,10.5343,10.0444,9.676,10.3038,9.8626,9.9352,9.9337,9.4615,10.4707,9.7448,9.7682,9.5157,9.9498,11.0861,9.6987,10.0265,9.9174,10.8313,10.4998,10.2095,10.0375,9.9773,9.5925,9.4179,9.9352,9.9366,8.7649,9.3859,9.8074,10.2216,11.3767,10.8781,10.4533,10.4838,10.7406,10.043,10.4898,9.9556,10.2033,10.4707,10.6627,10.3197,10.3287,9.6129,11.4062,11.3066,10.4757,10.4594,9.4242,11.4147,10.1984,9.9454,10.7952
221589,10.4231,12.7595,10.6961,12.9862,12.0389,8.1699,12.2512,7.9887,12.5036,12.6762,10.9484,10.3264,11.2544,12.3886,11.9043,13.1459,12.4442,6.3038,11.7398,5.4594,7.2095,7.0224,13.3824,12.3904,10.3276,11.7478,10.3231,12.666,6.8826,12.5056,9.941,9.7313,12.4979,9.1137,9.7415,13.0851,11.9106,9.8842,9.9944,8.2527,11.8846,9.5196,14.0494,9.2808,11.8009,10.9622,11.8138,9.1599,7.3399,7.1293,9.4696,12.8725,12.7089,11.0056,11.8634,11.6027,11.4594,10.4635,13.3215,9.8933,11.2167,8.8138,10.2866,10.733,11.6152,10.7237,10.421,10.0566,10.23,11.0182,10.865,11.66,11.294,11.3315,10.8154,10.8865,9.9773,10.3923,11.6321,11.0314,11.3129,10.8368,11.4788,9.8408,10.9388,11.4046,10.9751,11.6124,11.2969,11.1655,11.7557,9.4998,10.8849,11.0077,10.5613,10.6366,11.1408,9.8471,10.0126,10.7499,11.3281,5.8329,12.284,9.0307,9.9469,11.6303,6.8704,10.744,11.4594,11.2568,11.7478,11.6129,10.2633,11.1787,10.3454,11.3259,11.2992,10.3597,8.9425,11.1118,6.5999,12.2597,11.0607,10.7465,8.0768
221586,13.3139,12.3315,13.8557,13.9468,14.4336,13.0694,13.7799,13.0924,13.2915,14.8936,15.0481,13.8648,16.2866,13.6531,13.2345,13.9401,13.2433,12.3807,11.902,12.1513,12.0227,11.8029,12.7254,12.3824,11.6751,16.7093,16.3452,16.2317,12.5788,13.7222,13.0521,13.792,13.654,13.1424,12.8124,13.5221,16.09,13.4679,12.7795,12.8124,13.1207,13.8946,13.4871,14.102,15.6812,14.3581,15.3543,17.512,14.0517,12.8729,13.0009,11.7237,12.7793,13.0264,13.1952,11.8349,16.7205,14.6263,14.2014,14.1752,13.7708,13.6577,13.4156,10.6294,16.341,15.7003,15.5986,11.838,13.2541,11.218,12.2986,13.0224,12.4429,14.3648,11.9762,12.8948,16.3751,11.8925,12.1075,15.5772,9.4115,14.652,13.5137,12.218,15.6494,12.0705,14.9581,12.2058,13.7107,17.4569,12.512,12.4278,13.312,14.3828,11.3382,10.9809,14.0995,15.4372,10.6073,11.4788,14.6021,12.32,15.7304,13.2384,17.0918,12.5575,14.1905,12.0947,12.6858,11.567,14.4165,13.4328,12.7262,12.1911,13.0823,11.4083,15.8333,16.9975,12.4969,15.4381,11.144,13.3236,14.6509,14.2686,11.6869
221578,13.672,13.2546,13.0025,13.1608,12.4818,12.5159,12.8838,13.1991,12.6784,12.9412,13.3518,13.348,12.4027,13.3469,13.2815,13.976,13.0649,12.4033,12.1293,12.3487,12.3614,13.5511,13.4069,12.3163,12.7645,12.3813,12.6746,12.5873,12.6715,13.5709,13.392,12.8744,12.4476,13.3315,12.1507,12.8003,12.3412,12.4236,13.0766,13.124,13.1583,13.6559,13.6262,13.9187,13.2767,12.5075,13.127,12.4903,13.7009,13.1204,13.2306,13.6512,13.0688,13.1028,12.8826,12.452,12.3432,12.4388,13.8817,13.8568,13.4333,13.5796,13.2735,12.3476,12.8086,10.4898,11.8313,10.5527,12.4939,11.9683,12.7729,12.421,12.4341,12.1392,11.6843,12.5174,12.0241,11.9712,12.4252,11.2348,12.7463,11.8541,11.9381,11.9769,11.7082,13.0944,11.757,12.1633,11.6795,12.6959,12.0556,12.2978,11.956,12.103,11.69,12.2447,12.1696,11.4712,11.115,11.7339,12.0546,11.9758,13.2738,12.986,12.1957,12.2009,10.6978,12.0238,12.2799,11.9715,12.2261,12.2381,12.7655,12.3323,12.2515,12.2076,12.9952,12.8114,12.7492,11.8427,11.66,13.8446,11.9218,11.9363,12.8669
221577,14.8042,14.5808,13.2693,11.7541,11.1929,11.3061,11.3348,14.4007,13.4071,14.2589,13.7142,14.1647,12.8208,14.8485,14.0583,15.3009,13.7687,12.4383,12.3674,12.4625,12.8965,13.9676,13.6142,12.935,12.5622,12.5706,12.0593,13.2093,13.7825,13.7992,14.1549,11.5008,12.0921,10.7993,10.8918,11.5981,11.4346,11.2276,13.8117,14.3485,13.509,14.8595,14.7216,14.1964,13.921,12.4752,13.0308,13.5767,13.9225,12.4656,13.2406,14.0532,13.5647,12.7198,12.8384,12.8682,12.5216,12.6987,12.562,12.4876,12.4684,12.349,11.7887,12.5885,13.0825,11.0573,12.218,10.6546,13.1824,10.5411,10.3343,11.811,10.585,10.0539,10.5699,12.9833,11.3669,11.021,12.7389,10.8297,12.7653,11.4742,11.0293,10.5517,10.9679,12.7682,11.1118,12.0698,11.3432,11.7944,12.098,12.1085,11.6804,11.236,13.1018,13.1064,12.3853,11.0112,11.5068,12.0888,11.8646,11.4757,11.9432,11.2894,10.1202,10.9293,10.6312,11.2779,10.4858,11.9244,11.9766,11.9237,11.9546,11.0768,10.5878,11.5694,12.7495,10.9359,12.0046,8.9278,10.4594,13.4342,10.268,10.4398,11.4388
221575,14.0551,13.2317,9.0661,14.1505,12.4974,10.7288,13.7758,13.1343,12.818,14.1177,13.9906,13.5523,13.3379,14.2139,13.841,13.2204,13.4852,9.6366,12.4051,9.7108,12.4427,13.3476,13.7055,13.3083,12.3256,13.7174,13.074,13.6179,12.0296,13.2139,13.8659,13.2907,13.6395,4.3923,12.5774,14.0611,10.8986,11.4843,13.5237,13.4747,13.177,13.514,14.4544,14.2479,13.8116,13.0782,13.6987,13.4188,11.7138,13.062,13.4363,12.6832,14.0231,13.1846,13.4238,13.0028,13.3974,12.6904,13.5793,8.6795,13.6724,13.5147,13.6242,12.4325,13.5056,12.4625,12.3581,12.3365,12.7999,11.6909,11.2228,13.032,12.9425,12.9672,12.2161,12.9366,12.8174,12.1545,12.8017,12.5534,12.8431,12.4094,12.3117,12.128,12.5211,13.0203,12.3837,12.4916,12.0303,13.2701,13.089,12.5289,12.2871,12.3515,12.6353,12.5493,12.7803,10.6618,11.8372,12.099,12.8074,11.1059,14.0726,13.0753,11.8273,13.4221,7.5157,12.339,12.9289,12.5889,12.9403,9.8826,13.144,12.8246,11.3242,12.6131,11.8285,11.9244,13.2403,13.108,11.941,12.4737,12.3565,12.1605,13.2842
221574,16.0592,15.9815,15.4723,15.5905,15.321,15.6157,15.6123,15.7901,15.2103,15.8902,15.8042,15.3483,15.3379,16.4836,15.9299,15.9556,15.4465,12.3853,12.6996,12.6575,13.1033,14.3212,13.7876,13.2226,14.8417,15.5221,14.8025,15.1901,15.6642,16.0653,15.7536,15.4412,16.2297,15.3812,14.8375,15.7355,15.7394,15.1429,15.9798,15.8288,15.8076,16.0399,13.5682,16.3639,15.662,14.8442,14.7038,15.1897,16.1605,13.2538,13.081,14.1595,14.0734,13.5316,13.9951,13.6539,15.1403,14.8036,14.329,14.1061,14.028,14.4899,13.899,15.332,15.3232,14.4569,14.5638,14.2706,15.4948,12.895,13.7026,13.8469,14.0111,13.1547,13.8865,14.929,14.6745,14.3515,14.9525,14.1355,15.4708,14.5445,14.4794,14.1192,14.6208,15.4643,14.3714,14.8094,14.5406,15.1532,14.8739,15.0923,15.018,14.5568,15.4687,14.7309,15.0466,14.1646,14.5653,14.527,14.4512,13.6215,15.3299,14.6846,13.4619,14.509,12.8478,13.597,13.5285,13.5457,13.7154,13.3529,14.034,14.0136,13.5934,13.6487,14.8711,12.9744,14.4921,12.8404,13.9538,14.1848,13.6025,13.1106,14.7704
221568,14.3329,13.7533,13.3875,13.4477,13.6044,13.952,14.0433,14.1427,13.1912,13.8018,13.7282,13.8812,12.8476,14.3445,13.9523,14.8976,13.3507,12.098,11.7177,12.097,12.4359,12.6409,13.1272,12.0748,12.9828,13.1624,12.7337,13.5569,13.0741,13.9872,13.5786,14.0285,14.0911,14.6423,13.4139,14.2296,14.4152,13.4289,13.9828,13.7636,13.7248,14.3471,14.3742,14.3623,13.3686,12.8433,13.246,12.8626,14.1499,12.8597,12.3393,13.4263,13.327,12.3961,12.6952,12.3894,13.1455,12.6928,14.6258,14.6128,14.1212,14.8116,13.7819,12.4442,13.0229,12.3498,12.0617,12.1219,12.6519,11.8467,12.6933,13.2734,13.0432,12.4424,12.426,12.2336,12.2963,11.4142,12.4346,11.5755,12.1573,11.3896,11.5459,11.4073,11.9487,12.6839,11.6211,12.1944,12.0593,12.6204,12.8999,12.5784,12.1655,12.1196,11.4944,11.914,11.9993,11.8661,11.3832,11.9654,11.8711,12.7438,13.5565,13.4712,12.514,13.0939,11.5063,12.6152,13.123,12.462,12.3426,12.8102,12.3329,12.6133,12.1482,12.4767,13.0179,12.2961,12.8023,12.3799,12.3163,14.7646,12.5627,12.3542,12.9805
221462,12.8408,12.3834,14.7151,13.6034,13.5229,13.4015,13.602,12.515,11.2732,13.0454,13.0831,12.581,15.6796,13.204,12.6034,11.891,12.3982,11.6738,12.0745,11.3032,12.1877,13.5658,13.4793,12.6271,13.501,12.8584,12.5294,13.1668,12.6307,13.7064,13.1946,13.6316,13.8402,13.7396,12.9187,13.6175,13.6007,13.2696,12.5056,12.2267,12.2892,12.8482,13.2202,12.3146,12.7674,12.275,12.366,12.7074,13.8507,12.838,13.2303,13.7919,13.5638,12.9954,12.8525,12.6362,12.0825,11.969,13.7876,12.6819,13.5172,13.8666,13.1272,12.9792,14.1005,11.3832,11.7541,11.1085,12.7266,11.2438,12.0815,12.2116,12.7007,13.6809,12.192,13.0989,12.9721,11.6266,12.1072,11.9046,13.6194,12.4735,12.4909,11.8238,12.1914,13.6762,12.3052,12.7379,12.4876,12.6821,12.5177,12.6163,12.4173,12.62,11.8599,12.2494,11.6689,11.8918,11.9447,12.461,11.8269,11.6698,13.147,13.4207,12.9436,12.7121,11.9712,12.2249,12.0865,11.9377,12.1824,12.1079,12.7471,11.8005,12.4391,12.6025,16.194,15.8576,13.1911,14.6835,12.7279,5.1293,12.6353,14.0924,13.3214
220384,13.7371,13.7001,13.5038,13.597,13.8663,13.722,13.5961,14.2755,13.2421,14.4386,14.5413,14.1261,14.0989,14.0492,14.0688,13.527,12.8508,12.2273,12.3815,12.4767,12.927,13.0906,13.3333,13.058,14.7334,13.3904,12.9269,13.1483,13.3242,14.1574,13.9715,13.6085,13.8193,13.2438,13.1142,13.7398,13.6907,13.291,14.269,14.0801,13.8592,14.1731,14.7839,14.6001,14.3186,12.9243,13.6388,13.8338,14.2184,12.9041,13.4176,13.6409,13.5967,13.1084,13.0466,12.8321,13.0818,12.584,13.5495,13.1141,13.1346,13.4217,12.9705,13.4272,14.4526,13.3811,13.6384,13.2001,14.4283,11.4717,12.5387,12.6782,12.685,12.129,11.617,13.0074,13.124,12.2003,13.0595,12.3565,12.8045,13.2963,12.1193,12.1551,12.9864,13.809,12.5491,12.9189,12.6227,13.3787,13.4846,13.2605,12.8068,12.9196,13.2429,12.6779,12.7247,12.2992,13.2478,12.774,12.585,11.6564,14.2705,13.329,12.9257,13.0909,12.9205,12.4242,11.4157,12.4115,12.8965,12.3891,12.1633,12.2577,11.8646,11.7661,13.0255,13.0123,12.4561,10.9114,12.5613,12.7705,11.4974,12.3869,13.4941
220129,7.5469,11.0244,11.8607,9.9009,10.3869,8.5118,8.0498,10.8704,9.5018,9.7313,10.3663,7.4179,8.8642,10.2503,9.1163,8.5925,7.9069,7.9189,7.9425,8.9484,7.3837,10.4284,9.2574,9.2854,9.5038,11.3326,10.5479,9.3151,8.9307,9.7347,7.585,8.2192,10.2491,7.6795,10.0293,9.3219,10.6156,6.3399,11.1787,10.5915,10.733,8.7004,10.9293,8.2143,8.5275,9.6582,9.8564,8.5584,8.8202,10.0458,10.4919,11.5831,11.7415,11.3493,10.1111,8.4959,8,9.6546,10.6935,11.6978,8.0553,8.9396,10.2021,11.7867,13.2444,11.5722,11.9425,11.4388,11.8646,10.5078,10.6812,11.9043,10.9084,11.4341,11.3359,10.5727,11.4924,10.6457,11.2076,10.1997,11.3756,10.5421,11.0286,10.4707,10.643,12.0224,9.6546,11.461,11.0175,11.7237,11.9366,11.2318,11.1111,11.4455,8.7944,9.6528,8.1649,7.8329,6.8074,9.3707,8.4717,7.5546,9.0848,8.224,10.2935,9.5603,8.6036,11.2674,9.2095,7.3576,7.8202,9.445,9.0821,11.041,7.3923,9.2831,9.6671,10.3354,7.585,7.0444,8,12.4961,9.4878,8.5038,10.2597
220102,17.4537,17.069,16.6948,15.2092,14.412,14.9321,15.0351,17.2655,16.3385,16.8058,17.0262,16.9786,16.2575,17.462,17.1909,17.8395,16.1902,14.9396,14.7074,14.9542,15.1392,16.0623,15.967,15.3437,15.8422,16.2634,16.0437,16.5442,16.246,17.1682,16.9305,14.7375,15.2302,16.2871,14.2827,15.2228,15.338,14.2562,17.1581,16.9819,16.7159,17.5374,17.545,17.4447,16.8931,15.9619,16.5927,16.287,17.0938,14.4293,15.7107,16.6561,16.469,15.4758,15.508,15.5568,16.1003,15.5302,15.5061,15.4714,15.0114,15.7956,14.6167,15.7232,16.4511,15.1936,15.436,15.25,16.0311,14.5047,14.1958,14.0269,13.9301,13.7759,13.2773,15.6042,15.1994,14.825,15.0252,14.4982,15.7432,14.8687,14.8478,14.4128,14.8936,16.0733,14.864,15.1991,14.8621,15.7367,15.5236,15.167,14.9511,15.0764,15.7452,15.7614,15.7706,14.7119,14.121,14.6914,15.1192,15.1685,14.8302,14.3976,13.7427,14.1359,10.5108,14.5367,14.2784,15.0815,15.3014,15.4779,15.7174,13.6064,13.7191,13.6543,16.2926,15.4072,14.2158,13.8475,13.3065,15.4631,13.6202,13.6525,14.4863
220031,16.6536,16.0938,15.8844,16.4912,16.0779,16.3443,16.4209,16.5615,15.636,16.052,16.413,16.3467,15.6561,16.6464,16.4967,17.0578,15.9283,14.8926,14.4109,14.7924,15.0774,15.1553,15.8066,15.0408,15.1701,15.4979,15.5225,16.0814,15.6502,16.5536,16.1969,16.3447,16.2199,16.7831,15.7796,16.6592,16.5519,15.996,16.5271,16.1958,16.0539,16.7063,16.8312,16.8011,16.0853,15.445,15.8779,15.4495,16.5986,15.9374,15.3926,15.8,15.695,14.7096,15.3506,14.7719,15.737,15.2239,16.9087,16.8208,16.4116,17.2527,16.1712,14.5108,15.7797,14.5763,14.7835,14.5908,15.1647,14.2951,15.1598,15.6513,15.5599,15.3003,14.6363,15.5757,15.0295,14.7328,15.3246,14.2647,15.5922,14.6968,14.6911,14.0241,14.7717,15.9006,14.6015,14.867,14.5257,15.558,15.3558,14.9561,14.8023,14.9838,14.5665,15.0782,14.4592,14.0565,13.9385,14.6742,14.9907,15.1112,16.3806,16.0131,15.2513,15.5146,6.0875,14.9582,15.7208,14.9212,15.4026,15.3277,15.6102,15.3463,15.2836,15.3197,16.129,14.8521,15.701,14.911,14.5483,17.1375,15.2023,15.1887,15.8863
220029,13.7404,13.5702,13.8264,14.0231,13.5935,13.8461,13.9082,13.8184,12.2336,13.1349,13.6732,13.5797,13.0871,14.0133,13.7825,14.1934,13.2294,12.8192,12.6854,12.0441,12.9075,13.9988,13.844,13.1751,12.2866,12.8734,12.6133,13.2073,12.7215,13.5071,12.8148,13.7345,14.0796,14.1874,13.3154,14.2753,14.2284,13.2961,13.8387,13.3266,13.3447,13.7624,14.2075,13.3177,13.3822,12.4118,13.0861,13.0678,12.9912,12.7832,13.5909,14.1815,14.1216,13.3461,13.462,13.003,12.8027,12.72,13.8607,13.8526,13.5365,14.1555,13.3076,12.1874,12.9465,11.8842,11.3788,11.7748,12.3443,12.3896,12.7764,12.5925,12.4707,12.3824,11.7744,12.9202,12.6448,12.0694,12.6535,12.48,13.1427,12.4014,12.2969,11.6078,12.4234,13.3771,12.2088,12.5677,12.6978,12.6457,12.4289,12.4372,12.2405,12.4244,11.8669,11.9705,12.1592,12.1124,11.5579,12.1085,12.5684,12.4888,13.4857,12.8803,12.6515,12.6057,12.3476,12.2814,12.6341,12.4546,12.927,13.4123,13.1343,12.3942,12.3171,12.1463,13.3973,13.5297,12.8667,11.6595,11.592,13.9655,12.253,12.1951,13.0077
220015,15.1122,15.6764,15.3369,15.4599,14.8874,14.9312,15.104,15.7149,14.64,16.0693,15.2366,15.8293,13.4597,15.7366,15.3054,15.424,15.1999,14.9342,14.541,14.8257,14.7534,16.2022,15.8934,15.2505,14.7764,13.9438,14.1101,14.9337,15.2853,15.6979,15.6021,15.1034,15.5755,14.5486,14.5932,15.2444,14.1316,14.6853,15.1582,14.3389,14.9344,14.6112,15.1106,15.7859,15.1077,14.399,14.6337,14.2652,15.8229,13.5097,15.3979,16.292,15.9666,15.349,15.3261,14.3498,13.6203,14.3061,15.396,15.1853,14.9818,15.055,14.6582,14.6715,13.6657,12.4128,13.0904,12.3753,14.2419,13.089,13.3333,12.5744,13.098,12.7509,12.8297,14.26,12.58,12.7413,14.1006,12.9211,14.1513,12.9276,13.4818,12.8269,12.3756,15.2164,13.2306,13.122,13.5067,12.7705,13.3531,13.6654,13.0957,12.7175,14.3516,13.967,13.5885,11.5859,13.8987,14.1329,13.0329,13.0765,14.1891,13.6774,12.3267,13.4359,14.2091,13.1175,13.1515,13.5093,13.6119,14.2123,14.6168,13.3973,13.8482,12.6729,14.6936,13.8082,14.0984,11.905,13.0009,16.0686,12.7736,12.6382,13.9065
220011,14.6791,14.4353,14.9202,15.4262,15.6555,13.7407,15.4664,14.9737,15.2283,15.9106,15.1991,15.5733,15.3208,15.7508,15.9436,15.9166,13.892,12.7228,13.8596,11.9359,12.9998,12.9837,14.1914,14.8762,12.8299,15.3403,14.4688,15.9412,13.5304,14.7813,14.7793,14.7848,15.4736,16.2724,13.9605,16.0905,16.6521,13.8651,16.0371,15.2724,14.99,15.2995,15.6029,14.721,15.4698,14.7737,15.2496,15.6295,14.7482,13.7566,13.3245,15.9904,15.4906,13.8417,14.3007,13.0351,15.644,14.367,16.1442,14.6237,13.0084,16.2308,14.5582,12.7112,15.6747,14.7597,13.4746,14.5294,13.8033,12.4589,12.7192,14.204,14.3489,14.1185,13.0206,12.6298,13.6786,12.7956,13.1302,12.9742,11.168,12.9445,13.1732,12.6751,12.9355,11.7194,13.5477,12.9018,13.6582,14.63,15.1778,12.8574,13.2959,14.4253,13.1074,12.7125,13.8797,12.8973,12.5348,12.9432,14.5829,13.818,15.8001,13.3447,13.7768,15.3349,14.2235,13.6503,14.6979,13.6887,13.6842,14.009,12.9616,13.3989,13.4409,13.6734,15.2599,14.3661,13.0673,14.1015,12.5095,16.4923,13.2945,14.5949,12.8416
220010,9.2621,11.043,8.9773,9.3554,11.7082,11.0485,10.0914,8.9915,7.7142,8.8009,4.0875,6.3399,6.8074,9.2992,9.4115,8.9278,9.5353,7.7482,8.6795,8.1749,10.7599,11.3608,10.858,10.8834,9.2046,9.7632,8.7074,9.7381,11.0293,11.2119,7.2095,8.983,11.1046,3.4594,10.5689,10.4388,9.9024,10.69,8.96,9.8765,9.7245,9.1085,10.3859,8.6221,9.6564,7.1497,7.3399,7.2095,4.7004,9.5216,11.2627,7.4757,9.6671,8.2384,11.6627,10.809,8.3399,8.8074,10.115,10.1215,9.7665,8.3663,11.2204,7.8455,10.1812,8.4136,9.0112,8.8202,9.2021,7.1799,8.4388,8.7074,9.7108,8.2715,8.7108,9.2456,10.0224,8.3531,9.0279,5.6439,9.3772,8.9915,7.3663,8.7616,9.9986,9.4409,9.2808,7.9189,8.7846,7.0224,9.2691,8.7649,10.4252,8.5275,7.4429,6.6724,9.0607,6.6439,8.5157,7.3129,10.9241,7.5469,10.5157,8.7879,6.6724,9.4388,3.585,8.3219,7.5314,9.7977,9.0553,10.115,9.1241,8.5584,7.5469,5.4919,9.941,9.2408,9.6546,6.6582,10.4073,11.4964,6.8948,6.585,10.7674
