rowID	N170f	B150f	G100m	I180f	N110m	E270f	blank4	neat_qc2	pooled_qc2	E280m	blank1	G150f	B190m	H150m	H140f	O120f	L100f	I190f	M270m	F110m	blank2	blank3	neat_qc1	pooled_qc1	O110m	F140f	L120m	M280f
met_10004	69000	84100	42000	64900	41000	87200	1510	0	51600	51900	0	61800	56300	68600	37400	49400	36400	53300	29500	58300	0	0	0	60300	50300	49700	42600	50900
met_10006	74200	15400	51800	64500	18500	13200	0	0	24100	8300	0	17600	30500	28200	7250	28100	15200	23000	18000	17000	0	0	0	39900	50200	16200	10500	31000
met_10011	0	64000	73600	50700	40100	66800	0	0	61000	51100	0	70100	60300	43900	46800	64600	52900	42400	37900	56000	0	0	0	65400	50100	55700	55600	40500
met_10024	6350	95900	0	6280000	55300	12200	0	0	45600	8420	0	0	12300	0	26500	9730000	45600	45800	7180000	1010000	0	0	0	58200	77900	22000	67200	8940000
met_10025	2220000	3420000	8250000	6410000	6750000	3360000	0	3900	5120000	2170000	0	2390000	10100000	6320000	5520000	1660000	8890000	8230000	7030000	14100000	0	0	0	5940000	3440000	9530000	4330000	5670000
met_10054	918000	746000	1030000	999000	771000	644000	0	0	917000	216000	2800	684000	2000000	792000	817000	473000	859000	1310000	1410000	570000	0	0	0	1070000	540000	779000	584000	1410000
met_10063	4410000	3000000	1070000	1630000	1840000	1450000	0	0	1470000	1650000	0	1940000	2320000	47100	57800	1610000	1290000	1030000	1180000	1870000	0	0	0	1610000	679000	1390000	1300000	1170000
met_10069	536000	255000	1560000	811000	1340000	368000	0	0	582000	238000	0	361000	1250000	434000	409000	528000	724000	917000	1030000	113000	0	0	0	679000	241000	630000	441000	803000
met_10071	657000	295000	518000	1430000	614000	738000	0	0	746000	274000	0	304000	2130000	862000	5100	671000	557000	408000	962000	159000	2880	0	0	728000	148000	689000	804000	1560000
met_10085	4150000	927000	2480000	1820000	1610000	813000	0	0	1080000	1120000	0	1520000	1510000	1160000	498000	1250000	1040000	867000	770000	1720000	0	0	0	1350000	891000	868000	1220000	440000
met_10090	396000	968000	2620000	1650000	612000	2030000	0	0	1310000	1720000	0	1020000	2250000	522000	74100	211000	3720000	1000000	667000	2220000	0	0	0	1440000	143000	3860000	210000	287000
met_10100	366000	263000	1230000	665000	848000	275000	0	0	485000	154000	0	338000	1150000	256000	237000	370000	641000	986000	588000	113000	0	0	0	650000	224000	327000	416000	762000
met_10101	281000	169000	603000	337000	390000	201000	0	0	306000	114000	0	163000	722000	172000	69400	251000	284000	402000	535000	149000	0	0	0	344000	152000	263000	234000	427000
met_10127	280000	281000	524000	373000	554000	319000	0	0	332000	159000	0	377000	536000	218000	195000	282000	386000	510000	372000	126000	0	0	0	359000	123000	220000	232000	374000
met_10130	597000	1580000	581000	216000	198000	837000	0	0	523000	434000	0	1630000	521000	359000	313000	202000	416000	301000	370000	333000	0	0	0	498000	263000	259000	264000	275000
met_10133	358000	318000	238000	709000	241000	418000	0	0	444000	128000	0	280000	1400000	400000	414000	419000	400000	557000	364000	209000	3080	0	0	480000	133000	609000	337000	587000
met_10134	439000	346000	1000000	350000	622000	332000	0	0	386000	139000	0	390000	586000	277000	280000	287000	472000	722000	361000	203000	0	4350	0	598000	331000	244000	461000	541000
met_10141	389000	373000	896000	549000	376000	487000	0	0	484000	237000	0	393000	1400000	295000	503000	461000	338000	540000	349000	286000	0	0	0	496000	57400	455000	483000	558000
met_10144	996000	821000	950000	387000	475000	623000	0	0	517000	436000	0	716000	628000	481000	239000	437000	666000	264000	342000	369000	0	0	0	711000	440000	475000	555000	359000
met_10152	214000	297000	386000	423000	361000	282000	0	0	292000	155000	0	196000	1100000	241000	312000	208000	207000	317000	323000	141000	0	0	0	335000	121000	373000	225000	352000
met_10153	469000	453000	390000	353000	332000	352000	0	0	360000	375000	0	358000	421000	395000	367000	407000	316000	377000	321000	367000	0	0	0	458000	477000	377000	372000	397000
met_10165	382000	437000	365000	469000	289000	492000	0	0	403000	279000	0	302000	908000	335000	363000	306000	307000	278000	281000	224000	0	0	0	405000	154000	482000	415000	440000
met_10169	5000	664000	347000	232000	261000	953000	0	0	347000	81300	0	579000	1320000	280000	255000	180000	558000	369000	274000	400000	0	0	0	451000	143000	523000	359000	357000
met_10171	267000	95300	347000	359000	219000	167000	0	0	100000	66900	2150	163000	257000	152000	101000	221000	187000	229000	269000	99400	0	0	0	191000	172000	159000	199000	188000
met_10189	460000	311000	324000	292000	301000	286000	0	0	262000	207000	0	216000	492000	161000	6460	355000	209000	223000	228000	91000	0	0	0	264000	127000	184000	192000	279000
met_10197	570000	196000	174000	235000	138000	34900	2620	0	199000	20100	51300	478000	108000	423000	110000	125000	116000	222000	219000	8570	2470	0	2480	196000	37100	20100	116000	106000
met_10199	194000	117000	235000	263000	170000	233000	0	0	174000	131000	0	135000	317000	154000	69100	179000	176000	186000	216000	61800	0	0	0	210000	59200	166000	181000	261000
met_10210	206000	74100	573000	181000	373000	71100	0	0	188000	45100	0	133000	329000	122000	15400	142000	269000	346000	201000	36900	0	0	0	240000	82000	90900	155000	300000
met_10212	56000	57700	35900	166000	126000	120000	0	0	88500	77400	0	66800	129000	41800	13100	34500	208000	35900	201000	49900	0	0	0	99200	18200	58800	160000	76100
met_10224	234000	121000	286000	194000	278000	257000	0	0	246000	122000	0	194000	377000	212000	40200	221000	250000	202000	192000	127000	0	0	0	273000	91400	249000	250000	306000
met_10235	0	234000	0	186000	124000	37200	0	0	262000	37700	0	1890	0	0	116000	222000	159000	127000	183000	96600	0	0	0	351000	218000	64000	345000	283000
met_10264	387000	65400	207000	265000	149000	85200	3240	3560	124000	72500	15200	124000	132000	94700	13100	258000	216000	128000	167000	10100	13200	4420	4660	143000	12800	12200	189000	199000
met_10274	198000	93600	236000	157000	223000	195000	0	0	158000	90400	0	133000	276000	155000	109000	167000	215000	163000	162000	76700	0	0	0	200000	68100	154000	190000	246000
met_10281	202000	175000	296000	269000	230000	173000	0	0	156000	90100	0	204000	403000	87300	138000	138000	163000	249000	158000	72700	0	0	0	203000	121000	151000	156000	197000
met_1030	95000	88100	78900	76900	80100	74100	78500	81800	79800	77900	107000	91500	95100	84400	83200	88300	80600	94400	66000	80200	87000	78800	105000	94500	84500	83900	92700	86700
met_10301	79700	228000	142000	58300	146000	162000	46600	749000	76800	223000	33900	0	2910	103000	233000	221000	189000	134000	145000	231000	48300	27200	20800	0	0	0	0	97200
met_10322	198000	129000	137000	11400	88300	153000	0	0	89600	88000	0	81000	115000	48200	23000	141000	111000	4240	133000	31400	0	0	0	123000	32500	0	136000	43200
met_10333	0	209000	142000	115000	13600	15200	0	0	78300	13700	0	175000	276000	24500	23500	16000	259000	200000	129000	16800	0	0	0	89400	39600	11200	98300	9090
met_10338	346000	19500	143000	151000	174000	59500	0	0	91500	69600	0	55100	25000	43300	44200	184000	138000	123000	128000	57400	0	0	0	92300	99400	73700	291000	274000
met_10345	386000	100000	283000	106000	118000	51500	0	0	144000	171000	0	198000	147000	57100	57200	236000	90100	61100	126000	47800	0	0	0	136000	62500	58600	178000	230000
met_1035	81200	88700	75700	78500	74900	73700	78000	81100	79100	74500	92900	72300	70600	76800	64900	69900	66100	72200	64000	67600	83100	91800	97800	98900	95500	81300	84000	83500
met_10361	0	117000	112000	102000	15200	0	0	0	78300	0	0	130000	245000	0	7850	8060	219000	208000	120000	18200	0	0	0	73600	28900	7930	92300	7140
met_10364	115000	116000	126000	107000	102000	148000	0	0	99000	74200	0	87700	291000	77300	18900	79300	136000	116000	119000	56600	0	0	0	141000	30900	111000	95400	102000
met_10377	134000	135000	117000	124000	131000	112000	119000	13700	123000	118000	232000	120000	119000	128000	11300	122000	103000	33000	117000	116000	154000	143000	156000	145000	131000	21400	129000	131000
met_10382	130000	38700	271000	146000	181000	63200	0	0	109000	54500	0	56500	147000	84600	6490	105000	193000	180000	116000	33500	0	0	0	132000	21500	84700	109000	125000
met_10383	57600	74600	51800	37500	32700	67000	26200	6600	49800	48100	30300	76000	48600	64700	26800	42000	55300	40400	115000	28300	25200	26900	26800	58000	42500	13400	35300	43600
met_10396	3230	196000	223000	163000	149000	200000	0	0	153000	162000	0	178000	154000	125000	157000	171000	169000	136000	113000	138000	0	0	0	188000	177000	139000	178000	112000
met_104	1470000	1350000	1360000	1360000	1290000	1250000	1400000	1320000	1190000	1220000	1830000	1300000	1300000	1320000	1200000	1280000	1200000	1240000	1170000	1150000	1520000	1430000	1570000	1450000	1500000	1420000	1430000	1410000
met_10415	156000	156000	134000	161000	155000	160000	145000	206000	136000	137000	218000	152000	158000	143000	160000	152000	130000	133000	109000	140000	170000	182000	183000	160000	178000	207000	172000	162000
met_10476	65600	47800	233000	116000	60000	74200	0	0	84500	112000	0	84100	102000	122000	27300	76700	118000	149000	99100	84000	0	0	0	109000	54400	56400	106000	0
met_1048	190000	150000	103000	170000	110000	142000	76900	87800	127000	103000	86300	154000	108000	176000	107000	123000	84800	112000	97900	115000	89900	101000	111000	146000	113000	139000	118000	160000
met_10482	1160000	310000	806000	195000	267000	786000	0	0	269000	581000	0	985000	856000	513000	1160000	163000	311000	224000	98400	566000	0	0	0	486000	130000	684000	185000	113000
met_10487	50800	63100	41000	21700	15100	50300	3290	3760	39300	30600	4700	50800	29300	52300	12200	27600	43700	18700	97900	17300	3390	3050	3670	45800	21200	4430	14600	24000
met_10510	337000	310000	85800	176000	167000	393000	0	0	149000	153000	0	159000	142000	99900	1410	114000	141000	131000	94400	207000	0	0	0	219000	122000	133000	81100	162000
met_10528	48500	197000	85900	159000	137000	76300	128000	123000	41300	247000	63800	52200	97800	48900	97300	122000	147000	120000	92500	138000	75300	155000	205000	126000	106000	55800	58200	66200
met_10532	71700	90100	99400	74500	40300	145000	0	0	78000	55900	0	94400	114000	86000	43300	31500	325000	46900	92000	109000	0	0	0	105000	63100	40900	32900	49900
met_10542	125000	77400	207000	150000	122000	86900	0	0	118000	59600	0	69300	294000	204000	73100	105000	118000	129000	90400	72200	0	0	0	129000	45100	116000	101000	156000
met_1058	3650	30100	163000	7210	71300	10600	76300	0	0	42100	11000	77400	53100	61700	22100	51500	23600	82600	36300	9750	3570	0	1940	2370	50400	48300	183000	62700
met_10587	64100	227000	91900	133000	137000	85900	117000	140000	51000	189000	93000	41400	82400	60900	117000	121000	103000	94400	85500	112000	109000	170000	219000	132000	118000	54000	58500	80200
met_10606	64700	179000	122000	44600	103000	228000	38500	874000	47400	219000	42200	0	0	76600	278000	197000	120000	83200	83400	126000	71100	37200	36800	0	0	0	0	77700
met_1062	77500	79000	72800	75100	78700	69800	75900	80500	68300	69000	85200	78500	81800	70300	63400	77200	61700	65400	66300	61200	85300	87300	92100	92700	87400	87400	76100	87200
met_1063	80500	70100	67400	64300	69700	65200	75900	72900	66100	75100	140000	69600	64500	70700	68400	71700	64800	68300	62700	61300	83800	93000	86900	85400	89000	83500	76600	76700
met_1064	69700	74600	68900	67700	74100	66600	75800	68500	67900	64600	97300	65000	70800	70000	60900	78600	69500	66500	63600	72500	78100	77600	88800	89100	72600	83100	69600	70200
met_10645	177000	127000	171000	157000	104000	140000	3170	0	135000	135000	0	153000	200000	95800	287000	141000	113000	107000	79100	103000	0	0	0	149000	110000	168000	105000	129000
met_10648	183000	80600	150000	110000	109000	114000	0	0	82300	50100	0	151000	129000	59100	67300	135000	97100	136000	78900	183000	0	0	0	97800	38900	70300	100000	120000
met_10670	0	156000	172000	98200	76500	173000	0	0	133000	100000	0	128000	165000	81100	85500	115000	120000	78900	77500	134000	0	0	0	130000	89600	100000	118000	59900
met_10694	93500	126000	0	144000	129000	207000	0	0	94600	148000	0	0	193000	299000	15300	2910	55400	110000	75800	145000	0	0	0	118000	45500	159000	127000	0
met_10698	31900	116000	96100	68300	62900	143000	0	0	92600	33100	0	139000	229000	87300	16100	47600	126000	119000	75600	61600	0	0	0	89900	46200	39100	72800	79100
met_10702	110000	94600	97900	84200	89000	88800	121000	107000	95700	95900	132000	91400	80600	80200	66300	93900	76500	75500	75400	75500	114000	135000	155000	123000	131000	104000	96600	98700
met_10730	43200	33200	92600	50400	37500	30200	32100	34700	34800	32300	36600	129000	56100	75100	32700	31300	27500	33100	72900	26100	37600	37300	45200	54200	34100	34800	34400	35400
met_10737	71800	89400	104000	86300	82900	101000	0	0	77500	81800	0	64500	215000	74600	65900	82000	71800	54700	72200	50700	0	0	0	83200	32200	89900	89400	122000
met_10741	0	41800	133000	91300	58900	61900	0	0	93400	85400	0	76000	68600	89200	28600	73900	78000	87000	72000	60900	0	0	0	94000	70600	53800	100000	4320
met_10747	49300	72300	42600	43800	31000	100000	25900	9520	40100	81700	30300	54800	51600	54200	28000	46300	51200	44500	71500	41700	18800	18900	14800	55700	26700	48800	36100	52200
met_10763	4030	37700	129000	78800	51500	52700	0	0	61100	64600	0	62800	61800	69800	24700	54700	60900	81000	70300	55000	0	0	0	70700	40700	40600	52500	3990
met_10797	101000	106000	98200	94500	125000	125000	121000	135000	87400	103000	130000	87100	102000	97300	122000	95300	92000	84500	68000	88300	120000	115000	134000	112000	123000	135000	103000	119000
met_10829	58200	55800	24700	54600	56300	24200	0	0	45200	18300	0	39600	143000	14100	3510	44300	93600	41500	66300	51600	0	0	0	50500	22100	46400	67800	25300
met_10834	47200	11400	42700	69500	15200	71400	18000	25000	4250	4770	36400	34000	35200	35200	45900	32100	51500	36700	66200	27100	55200	8800	4590	5730	3440	40000	37200	65200
met_10837	4540	15200	64900	46600	14800	29400	0	0	31200	10400	0	11800	77500	52300	11500	19000	111000	19800	66000	7680	0	0	0	38800	27400	14800	8860	21200
met_10839	55600	46700	46000	90700	50900	73300	0	0	60900	45600	0	29500	166000	56200	20100	56000	46800	37800	65900	17700	0	0	0	62000	15800	71000	51600	111000
met_10875	84300	75200	79100	75500	68900	75700	73800	82700	70100	74200	84000	69500	70700	70900	68800	73600	64500	64100	64200	65400	84300	82600	94900	87700	86700	87300	79900	80400
met_10879	74400	78900	71000	69900	67500	66800	79200	74600	71200	64900	77600	71900	70600	69400	63500	67500	67100	62800	63900	60400	87300	89400	92500	88100	89000	75000	79800	78300
met_1089	77000	94900	79500	82800	96800	77100	74600	71400	78600	71900	153000	75800	83200	67700	67900	73000	67600	71000	62600	63600	97100	84500	87800	85400	101000	89000	81200	81700
met_10916	33600	53600	26600	40400	27200	122000	8790	12400	24700	76700	30300	25800	32700	32800	21200	28100	38900	27500	62600	59000	38200	7050	3210	32900	39500	79100	26300	39000
met_10917	17300	115000	73800	24000	74200	39800	0	0	43700	24100	0	32900	67700	44700	23200	28300	76500	74700	62600	57900	0	0	0	56700	25900	45400	37800	42900
met_10919	53100	48600	105000	53500	58400	78600	0	0	50500	33700	0	71300	88500	56900	42100	75400	51600	51700	62500	57000	0	0	0	60100	51000	45700	53600	36100
met_10925	57100	5010	60600	50200	13000	103000	26700	35000	0	0	10100	46500	47200	61700	18100	48500	52500	84700	62000	45500	3340	0	0	0	0	30200	33600	51100
met_10948	77800	63500	70000	71600	73900	60600	66200	69300	63000	67900	80900	67000	71600	67800	60000	64200	56700	60100	60900	62900	71300	80500	90500	88900	81000	72200	78100	76800
met_10951	136000	102000	47200	64700	22600	24300	0	0	49600	15200	3010	117000	37600	26400	5200	30000	43100	23300	60800	4230	0	0	0	55700	3200	13600	33800	28800
met_10981	97600	313000	0	419000	369000	263000	0	0	259000	159000	0	0	155000	1070000	16200	7770	122000	167000	59900	1360000	0	0	0	563000	72700	388000	595000	0
met_10982	22100	23800	24100	21800	20500	19000	22300	24300	23000	37400	12200	39600	42000	49000	48100	49000	52300	59800	59800	61800	17800	21200	17400	17800	19900	20600	19300	22400
met_10996	155000	50000	109000	98000	97100	50200	0	0	68300	40800	0	46800	170000	48300	52900	104000	65900	72100	59300	38100	0	0	0	67200	43600	73600	131000	107000
met_11003	86100	77800	75700	90900	80800	92000	82500	99400	68400	69100	93900	88700	82400	71300	94500	78700	65100	68200	58900	58600	87200	81200	93400	83200	90200	120000	106000	82800
met_11024	77000	74600	84300	74100	82300	90600	72000	130000	71000	84900	98000	75900	78600	82800	91200	71600	80100	59400	58200	69700	80000	73100	84600	82800	75900	92700	81300	71900
met_11029	55000	32500	180000	65300	71200	62400	0	0	53200	40500	0	50300	291000	50000	10200	36100	78900	98400	58000	36000	0	0	0	73200	12100	78400	40900	49800
met_11054	55400	96200	33300	43500	36100	104000	0	0	50100	51200	0	44500	57900	31800	2520	35700	51900	56700	57000	85100	0	0	0	57000	49200	64400	49100	29100
met_11073	46300	54900	33400	26200	26000	66400	15700	10300	46000	41000	29400	61200	36100	41800	19500	31400	38700	31700	56200	38100	23100	15800	20400	45700	31500	40200	26800	31900
met_1110	72500	92400	48700	26400	65300	138000	73400	362000	24800	105000	92300	12800	23700	61500	72800	119000	56800	56200	60200	61400	72000	73100	45300	2770	4310	9290	18300	56200
met_11106	101000	96700	103000	50600	56100	156000	0	0	62400	23100	2380	55200	93300	50200	28400	59300	115000	71700	55300	7310	2330	0	0	70700	30900	15600	88900	76700
met_11138	146000	121000	37300	33800	20500	54800	2040	0	54400	31800	0	173000	33400	37500	32900	20100	40800	20000	54400	11100	0	2130	2270	61900	4000	20900	32200	25300
met_11139	72300	63500	88400	54800	53600	67400	0	0	65100	61600	0	79300	71900	63600	17000	62000	96800	29600	54400	67500	0	0	0	59900	42500	43000	56100	32000
met_1115	67300	66700	70900	71900	74200	65800	73000	103000	60300	68500	125000	52900	53300	70300	65500	69500	58900	72200	54400	63500	109000	107000	118000	74100	82400	94700	71800	88500
met_11167	72600	51400	107000	91300	69900	61700	0	0	57400	31800	0	56600	192000	45900	2820	54900	49000	64000	53800	10900	0	0	0	61900	29200	69100	41900	74700
met_11177	42800	153000	75500	134000	114000	76800	105000	68800	44200	220000	57800	45000	98400	54900	66700	92100	138000	68500	53500	66800	40200	96700	110000	90200	92000	50800	53400	56500
met_11181	64600	72700	63100	62500	58700	43300	65500	58600	64500	62200	82700	57400	56600	54700	37400	59000	53400	49500	53300	50600	79100	74100	78400	82100	72000	59700	54900	50800
met_11242	75000	45600	97000	57500	47700	57800	0	0	49500	47300	0	63700	75500	40600	26900	45900	59100	56000	51500	62900	0	0	0	54200	44800	45900	32400	38600
met_11247	35700	153000	28100	33500	19600	20400	0	0	49900	24300	0	72900	107000	80800	15600	12900	55900	65600	51400	46000	0	0	0	58700	18800	22700	29500	64100
met_11272	65800	58700	57600	59900	68600	61800	66100	67100	55700	54300	69800	59200	56100	60900	54300	58100	55600	52800	50800	53800	71200	77800	71100	72000	71200	72500	64200	64700
met_11299	117000	239000	58500	53000	52200	29900	0	0	65800	27800	0	188000	45500	59300	50100	47800	54300	58600	50400	22100	0	0	0	98700	47400	41500	62000	60700
met_11317	76400	104000	323000	126000	132000	68200	0	0	86600	33200	0	72600	270000	55600	37900	43500	127000	147000	50100	55000	0	0	0	108000	20300	126000	47500	59600
met_1133	70600	73200	72900	79100	72500	67700	71800	68400	74200	74400	117000	69300	67000	70700	68500	78000	62300	72300	65800	60700	88600	80000	90900	86500	75500	88600	69600	80000
met_1134	73300	68900	60000	69200	72900	13000	71700	66300	63800	57400	95600	61200	64000	62700	52100	64700	57000	19500	57700	62600	73800	69500	81900	70400	72900	75700	70300	67600
met_11370	1090000	416000	910000	700000	503000	510000	0	0	567000	280000	0	653000	791000	510000	0	705000	520000	546000	453000	304000	0	0	0	713000	207000	484000	612000	619000
met_11377	776000	294000	1190000	684000	1150000	295000	0	0	601000	238000	0	347000	1600000	442000	464000	491000	670000	518000	447000	255000	0	0	0	675000	166000	405000	674000	735000
met_11386	341000	446000	3830000	372000	465000	849000	0	0	769000	404000	0	936000	749000	410000	906000	425000	990000	403000	266000	1190000	0	0	0	918000	1510000	877000	887000	156000
met_11387	17100	158000	804000	28600	385000	41100	427000	0	3800	216000	47900	440000	315000	361000	94600	296000	126000	398000	163000	44500	0	0	0	2600	293000	231000	1040000	384000
met_11392	182000	324000	1030000	588000	236000	719000	0	3860	465000	632000	0	338000	803000	202000	29300	69200	1370000	370000	222000	784000	3680	2990	0	543000	48400	1390000	72400	120000
met_11393	442000	861000	342000	479000	329000	298000	0	0	365000	290000	3020	357000	1030000	449000	260000	325000	489000	362000	276000	366000	0	0	0	539000	169000	382000	437000	307000
met_11394	38000	94900	489000	458000	774000	2550	0	0	251000	114000	0	78600	326000	243000	0	103000	434000	360000	253000	473000	0	0	0	337000	223000	801000	277000	261000
met_11401	379000	502000	534000	582000	229000	312000	0	0	385000	132000	0	284000	1250000	341000	312000	263000	274000	338000	281000	129000	0	0	0	435000	141000	443000	237000	647000
met_11402	441000	420000	408000	395000	389000	162000	403000	46900	401000	383000	541000	375000	383000	401000	39600	384000	360000	336000	352000	342000	455000	441000	506000	461000	475000	424000	408000	430000
met_11417	808000	403000	207000	784000	503000	824000	0	0	549000	344000	0	234000	1510000	482000	389000	516000	656000	277000	892000	78500	0	0	0	738000	35600	493000	570000	733000
met_11436	87600	107000	79400	336000	92400	139000	0	0	169000	60400	0	52800	712000	199000	0	91300	134000	234000	210000	72000	0	0	0	167000	95600	324000	99600	265000
met_11449	118000	241000	282000	157000	89700	149000	0	0	163000	68100	0	144000	345000	192000	227000	102000	149000	207000	69900	114000	0	0	0	175000	111000	213000	78100	157000
met_1145	76800	72800	61500	67900	58200	63300	71200	64700	57000	56300	90400	69200	67700	67500	64700	70100	63800	61300	57100	61300	65800	58700	81000	69800	67100	71400	68300	73900
met_1146	81600	87200	69400	67100	75100	68700	71100	73200	70200	68300	83500	75400	70100	68200	62900	70000	64200	62100	66900	59600	78100	80600	83900	88000	80000	81200	71500	78300
met_11477	97400	47100	85000	158000	128000	85000	0	0	87500	50300	0	59300	204000	47400	48600	68500	147000	173000	51400	70200	0	0	0	107000	47000	201000	97600	61000
met_11488	265000	186000	191000	212000	196000	252000	243000	371000	224000	188000	541000	203000	383000	185000	216000	176000	216000	163000	352000	164000	357000	278000	506000	320000	219000	235000	279000	251000
met_11490	246000	207000	140000	211000	175000	8380	145000	3800	185000	144000	209000	188000	159000	142000	3270	173000	153000	154000	158000	151000	178000	195000	203000	232000	202000	9630	141000	187000
met_11523	190000	337000	118000	170000	81400	264000	0	0	156000	116000	0	173000	410000	175000	129000	110000	96400	133000	110000	117000	0	0	0	180000	81700	167000	90900	152000
met_11533	20200	17100	22400	177000	120000	39200	0	0	93400	117000	0	38500	162000	93000	117000	120000	146000	127000	174000	25100	0	0	0	40100	5520	62300	103000	127000
met_11543	161000	110000	177000	69900	83700	99600	0	0	90000	60600	0	130000	95000	81100	64100	107000	92100	119000	64300	120000	0	0	0	104000	133000	56100	92700	103000
met_11545	86700	74500	186000	127000	99700	58700	0	0	92400	39100	0	55300	240000	84900	86400	87300	79100	119000	80000	44200	0	0	0	93300	44100	110000	73800	110000
met_11553	119000	69900	181000	92300	79400	111000	0	0	106000	77800	0	73600	140000	80100	63200	108000	85700	117000	45600	52500	0	0	0	123000	60200	142000	100000	116000
met_11584	159000	17800	134000	238000	36300	264000	44600	56100	0	0	133000	106000	111000	117000	143000	96000	147000	103000	216000	83900	136000	0	0	0	0	112000	117000	223000
met_11599	91700	100000	42100	89300	74400	155000	0	0	74400	77500	1640	64800	65800	46500	42700	55900	78300	99400	52000	119000	2120	2070	2650	68300	41800	59200	37700	56900
met_11612	52100	164000	111000	37200	89600	514000	36400	215000	14600	80500	368000	56800	50200	67800	81500	86300	77000	95500	460000	55800	639000	30500	31000	15300	52800	58800	49900	438000
met_11622	54700	34900	188000	53600	50900	54300	0	0	58700	28400	0	55500	193000	51000	13700	27700	60600	93800	37100	18200	0	0	0	52400	9830	54400	29500	38900
met_11634	6660	42800	58300	51900	49700	29700	0	0	53800	15900	0	46700	152000	72000	27500	25600	126000	91500	46700	67100	0	0	0	51600	20300	33300	75400	38500
met_11637	146000	150000	118000	121000	104000	99300	107000	102000	103000	97800	138000	120000	104000	107000	103000	105000	117000	90700	97300	91700	161000	132000	145000	128000	129000	122000	112000	127000
met_11641	89200	69900	189000	87900	66800	96000	0	0	82100	54400	0	75800	149000	75900	65500	70000	81800	89800	49200	48900	0	0	0	101000	58800	86500	74300	96900
met_11659	28100	57400	134000	24500	96000	12900	48700	11800	12900	41700	107000	55200	49800	87400	9180	56700	36900	86900	40000	20500	47300	98900	4740	5380	53300	50100	90400	66000
met_1168	76500	72400	91800	116000	114000	526000	69800	138000	0	3950	28900	61400	69800	127000	84100	73700	67400	75900	82000	72400	20800	0	0	0	5120	83900	126000	93000
met_11684	180000	108000	235000	126000	117000	95700	0	0	121000	118000	0	149000	205000	121000	51000	132000	95800	83400	82400	163000	0	0	0	168000	96800	102000	103000	29500
met_11688	29400	42600	107000	58600	70000	40500	0	0	51900	24500	0	47800	120000	45800	34600	38500	50500	82500	28400	32400	0	0	0	59100	30700	47900	47900	46200
met_11721	84800	82600	19200	88900	82000	316000	120000	34500	37900	10900	89800	18600	56900	63400	153000	57200	73500	77700	88900	111000	102000	73600	13700	12900	12700	22200	64800	68800
met_11734	11000	45200	78400	14200	82200	17800	51800	0	1830	35400	0	51800	51900	53400	23600	43000	52500	75200	33200	16200	0	0	0	0	47400	30600	88200	50600
met_11751	83700	80300	75400	82600	75700	97300	89000	134000	77900	82400	110000	80400	87700	85700	97300	83500	76100	73000	82000	76700	92800	105000	116000	107000	104000	96800	80900	88700
met_11764	111000	105000	44700	68100	59200	126000	0	0	56900	58900	0	55500	58200	41900	32300	46600	53700	71800	38900	77300	0	0	0	73700	56800	53500	35400	50200
met_11776	102000	74600	120000	88400	62900	112000	0	0	99700	81500	0	92500	113000	84300	69200	64200	93500	70000	72300	101000	0	0	0	84200	69700	79300	79000	45900
met_11784	9610	61300	111000	67500	51700	39500	0	0	52000	24500	0	54600	127000	75900	56100	30700	37900	68800	49000	26400	0	0	0	63600	28600	47000	30100	47700
met_11791	68500	64200	21000	52700	45000	120000	0	0	51100	50200	0	45200	38700	25100	21400	33100	42900	68100	32900	81600	0	0	0	48900	24100	31400	21000	31400
met_11797	0	108000	0	80500	72000	17900	0	0	51100	12300	0	0	8140	0	132000	75600	66700	67500	70000	26800	0	0	0	70500	87600	17400	70100	105000
met_11809	75700	52200	141000	89300	91500	89400	0	0	75500	50900	2710	95400	200000	104000	81400	73500	94600	66800	75000	58400	0	0	0	82300	62400	77300	89400	114000
met_11815	28300	54000	20500	42800	21500	116000	0	0	51500	32000	0	54000	27600	19000	20100	43000	60700	66100	24900	35100	0	0	0	52200	39500	29500	38700	11000
met_11816	46800	33600	46900	99000	36900	38100	0	0	52600	23400	0	29100	132000	42400	12900	52800	30900	66000	39300	9990	0	0	0	56600	24900	56100	30100	43800
met_11819	3870	78400	130000	81700	97000	88600	0	0	77500	54200	0	107000	87600	58800	64900	88600	58000	66000	79200	87600	0	0	0	106000	91400	86900	101000	45500
met_11867	97300	81300	74600	64500	69600	10300	62500	7960	52300	73000	79800	68100	62700	74800	8380	74900	57400	61500	56300	55700	67200	71700	74900	67700	64400	63700	76600	85500
met_11894	52700	258000	88900	92200	51300	67500	0	0	65900	32300	0	37000	190000	68400	81300	41900	53000	60000	56500	43000	0	0	0	82600	25800	103000	90200	67900
met_11902	35700	148000	28100	33500	19600	20400	0	0	49900	24300	0	70400	105000	67900	15600	12900	53300	59900	54300	46000	0	0	0	58700	18800	22700	29500	61400
met_11905	91000	94600	52000	134000	57500	74600	0	1820	63300	94100	0	75100	136000	51300	0	70300	91500	59800	24500	84300	1510	0	2220	126000	50700	71600	103000	41900
met_11913	81000	91800	34600	58400	51500	91700	0	0	57600	64300	0	54600	45900	42400	27500	46000	42300	59300	35500	61200	0	0	0	61800	40600	52400	30600	50600
met_11917	16600	65800	59300	35300	51400	169000	0	0	44200	15900	0	83500	122000	46300	31100	21100	62100	59200	38200	39400	0	0	0	56600	24500	24300	43200	47400
