rowID	N170f	B150f	G100m	I180f	N110m	E270f	blank4	neat_qc2	pooled_qc2	E280m	blank1	G150f	B190m	H150m	H140f	O120f	L100f	I190f	M270m	F110m	blank2	blank3	neat_qc1	pooled_qc1	O110m	F140f	L120m	M280f
met_7308	180000	108000	116000	103000	139000	83600	0	8850	103000	92300	0	143000	117000	78700	98600	160000	79000	96600	94500	83600	0	0	0	146000	152000	111000	121000	151000
met_7310	77100	52700	206000	99700	131000	37200	0	0	84000	37500	0	89100	141000	78400	98400	85200	93800	53200	115000	66700	0	0	0	112000	122000	51500	75600	106000
met_7320	159000	133000	197000	207000	157000	127000	0	0	156000	91800	0	147000	266000	87200	98000	124000	199000	118000	166000	94400	0	0	8960	155000	90400	137000	137000	159000
met_7325	135000	103000	185000	173000	120000	95500	0	0	129000	68600	0	96600	266000	133000	97800	160000	75100	143000	58200	35300	0	0	0	147000	112000	102000	87100	180000
met_7335	145000	201000	49400	148000	52600	159000	0	0	133000	45000	0	155000	245000	90700	97400	78900	93300	175000	78600	59500	0	0	0	132000	39100	105000	88400	152000
met_7343	102000	148000	3970	164000	71200	127000	0	0	116000	277000	0	132000	121000	95900	97200	11400	84500	2650	93600	2630	0	0	0	184000	114000	109000	156000	227000
met_7344	211000	229000	84400	156000	150000	255000	0	0	133000	140000	0	146000	128000	101000	97000	111000	122000	146000	90300	165000	0	0	0	173000	124000	145000	94800	144000
met_7354	278000	227000	427000	152000	207000	190000	0	0	207000	172000	0	179000	172000	181000	96600	216000	202000	131000	133000	208000	0	0	0	107000	154000	158000	120000	58200
met_7355	217000	103000	289000	100000	119000	71300	0	0	109000	53300	0	143000	138000	110000	96600	109000	126000	115000	108000	59000	0	0	0	173000	122000	83200	130000	181000
met_7367	246000	187000	610000	417000	255000	280000	0	0	306000	333000	0	323000	340000	396000	95300	262000	364000	405000	352000	256000	0	0	0	372000	243000	214000	332000	32900
met_7373	96100	76400	111000	132000	67100	93600	0	0	84900	43800	0	66700	265000	66500	95000	89700	75500	81600	62700	58200	0	0	0	84000	69200	102000	78100	114000
met_7374	92600	89500	215000	131000	169000	94100	0	0	117000	75800	0	91000	368000	96300	94800	86400	117000	141000	139000	73800	0	0	0	132000	59200	121000	105000	213000
met_7378	104000	140000	93300	108000	53500	74900	0	0	75300	51300	4110	70500	163000	72200	94400	67400	48200	74000	52400	39700	10900	4000	5390	101000	41700	66300	54000	105000
met_7383	42200	77700	50400	23200	51500	81500	14400	200000	28000	74900	11000	0	0	37600	94200	68300	56000	43000	40900	67500	19600	12500	11100	0	0	0	0	34700
met_7391	120000	59000	176000	92800	61700	126000	0	0	82800	59600	0	98500	344000	103000	93700	54200	90600	188000	52700	48900	0	0	0	108000	36400	126000	48400	77900
met_7394	141000	146000	619000	42100	236000	389000	0	0	177000	185000	0	332000	211000	167000	93400	136000	201000	103000	78400	257000	0	0	0	216000	187000	246000	238000	240000
met_7398	137000	102000	239000	175000	233000	82500	0	0	128000	49200	0	113000	431000	90100	93300	176000	207000	208000	59900	73200	0	0	0	149000	111000	108000	153000	99300
met_7407	87200	118000	269000	69100	83100	76700	0	0	113000	51000	0	81200	185000	55400	92700	65200	89800	121000	48700	102000	0	0	0	115000	132000	88600	55800	117000
met_7409	106000	67900	214000	119000	116000	56000	0	0	88700	45200	0	68800	192000	90000	92400	89800	97400	121000	72700	50000	0	0	0	112000	79500	87000	65000	119000
met_7413	179000	181000	212000	135000	108000	213000	0	0	139000	118000	0	164000	210000	92100	92000	138000	225000	116000	124000	246000	0	0	0	166000	96400	132000	124000	117000
met_7435	58500	64200	36900	102000	31200	57000	0	0	71200	30400	0	43800	212000	66400	91100	45000	38600	54400	49100	18600	0	0	0	58000	18400	66100	31600	81000
met_7458	144000	144000	110000	112000	106000	149000	116000	138000	117000	136000	187000	127000	126000	110000	89700	107000	133000	87100	112000	105000	166000	117000	134000	124000	129000	148000	119000	135000
met_7466	251000	475000	206000	84800	60500	55000	2820	2030	146000	42300	3000	603000	108000	114000	89000	51900	65200	82600	108000	19900	3560	7000	2450	179000	34100	12900	62800	109000
met_747	416000	45500	366000	720000	76700	712000	109000	284000	4000	0	377000	282000	306000	307000	419000	268000	419000	313000	569000	201000	388000	3380	3280	4330	4160	293000	295000	617000
met_7475	259000	290000	343000	86200	147000	658000	0	0	224000	235000	0	265000	370000	112000	88500	116000	227000	83400	160000	288000	0	1560	0	248000	96800	122000	125000	138000
met_7483	51500	59200	136000	186000	116000	116000	0	0	144000	123000	0	82600	178000	156000	88200	115000	94500	120000	106000	235000	0	0	0	168000	114000	160000	83700	85800
met_7493	130000	155000	201000	132000	69100	162000	0	0	122000	99900	1740	109000	225000	142000	87600	90500	90100	98100	71900	98200	0	0	0	125000	172000	132000	101000	134000
met_7505	136000	90700	133000	135000	68400	140000	0	0	94200	89800	0	85500	188000	60200	86600	122000	62700	83600	46800	80300	0	0	0	104000	48400	107000	89500	114000
met_7510	241000	162000	405000	131000	222000	344000	0	0	223000	246000	0	271000	313000	117000	86100	157000	253000	130000	114000	416000	0	0	0	244000	138000	233000	144000	113000
met_7511	98000	81500	128000	77700	62700	115000	0	0	95600	89500	0	100000	138000	77200	86000	75800	107000	74500	75100	102000	0	0	0	91700	80100	87300	76400	45900
met_7513	447000	149000	245000	131000	94700	378000	0	0	122000	146000	0	145000	169000	119000	85900	166000	75400	64800	59800	213000	0	0	0	175000	98400	169000	88100	68400
met_7527	332000	546000	151000	294000	350000	1190000	0	0	784000	527000	0	268000	1940000	159000	85200	173000	745000	184000	169000	94200	0	0	0	772000	47800	565000	1050000	196000
met_7533	173000	99000	199000	164000	129000	113000	0	0	115000	75200	0	97800	227000	163000	84700	129000	97600	149000	87000	133000	0	0	0	128000	137000	109000	174000	151000
met_7554	170000	212000	53300	66000	26900	217000	0	0	125000	154000	0	111000	239000	139000	83500	57700	229000	45700	62400	195000	0	0	0	142000	51100	131000	124000	180000
met_7557	50000	39400	86400	86200	50700	22300	0	0	59300	26500	0	46000	145000	51600	83300	52300	31600	25900	69600	6360	0	0	0	59900	10000	45200	27600	91400
met_7559	86800	87800	161000	144000	93800	83400	0	0	106000	52600	0	84600	279000	92000	83200	120000	107000	142000	82300	55700	0	0	0	112000	50000	110000	89500	102000
met_7560	31200	42100	269000	36400	44000	72000	0	0	82500	35700	0	77100	66700	54100	83200	31300	95900	52800	30900	196000	0	0	0	77400	156000	68000	55000	13800
met_7562	122000	321000	497000	222000	124000	181000	0	0	145000	113000	0	195000	332000	82800	83000	149000	99900	99200	78300	107000	0	0	0	169000	103000	145000	72900	164000
met_7578	159000	112000	196000	107000	131000	84900	0	0	82400	52200	3300	106000	174000	60000	82300	85800	75000	107000	91600	132000	0	0	0	100000	187000	102000	84100	85500
met_7579	133000	115000	137000	123000	101000	99800	0	0	109000	113000	0	110000	168000	97300	82300	95600	106000	87100	95300	162000	0	0	0	124000	100000	116000	84100	94800
met_7586	7770	60400	84100	86800	61800	54300	0	0	63800	31400	0	39400	184000	46600	81900	79500	49400	62500	57900	13200	0	0	0	59800	20700	77100	57800	82300
met_7598	172000	130000	109000	98900	93400	136000	27400	23200	96700	111000	30600	128000	101000	87600	81500	78400	88400	86000	79000	120000	30000	25800	24800	152000	105000	139000	104000	139000
met_7613	38000	44200	58800	52800	30000	35000	0	0	38800	27000	0	27300	104000	46600	80600	29800	29400	27500	26400	16300	0	0	0	49700	26300	50200	33300	54900
met_7620	28700	74300	50300	18400	38300	64600	12300	173000	25400	66100	12000	0	0	39800	80300	56700	51300	34100	39400	50000	18500	9730	4840	0	0	0	0	37800
met_7622	82700	188000	105000	72200	53500	152000	3220	2940	73800	53600	3370	141000	62400	48900	80200	48700	135000	63200	47600	50500	3530	3510	2900	82000	45600	106000	52800	35500
met_7624	130000	104000	85500	137000	96600	224000	0	0	119000	192000	0	83700	129000	96800	79800	95200	92300	105000	113000	256000	0	0	0	143000	85500	186000	79400	78200
met_7637	143000	255000	85300	52400	21200	217000	0	0	123000	163000	0	160000	180000	94400	79400	71500	170000	33800	58000	149000	0	0	0	162000	77700	187000	161000	252000
met_7639	139000	71700	144000	134000	94200	61500	0	0	97700	45800	0	58000	159000	78300	79300	90000	58900	72900	67300	48100	0	2550	0	102000	71900	113000	74200	228000
met_764	103000	90100	90600	79800	87800	68800	106000	104000	91100	92200	133000	82800	89500	83100	66300	90600	78100	73600	83400	81700	126000	135000	134000	130000	116000	107000	96100	91300
met_7641	232000	139000	110000	110000	66400	165000	0	0	109000	97500	0	124000	236000	96400	79200	97400	141000	117000	62400	254000	0	0	0	144000	142000	132000	142000	105000
met_7644	80000	159000	79000	131000	85200	194000	8900	3130	107000	355000	2570	89600	91200	58800	79100	105000	297000	101000	75100	163000	2260	0	0	141000	123000	190000	173000	78900
met_7649	51800	57600	388000	51100	51100	96500	0	0	90500	45600	0	88500	81100	52300	79000	44400	119000	57300	34900	153000	0	0	0	97100	206000	87800	96700	22000
met_7650	91400	103000	46700	315000	94800	26500	0	0	86600	26100	0	44200	126000	144000	79000	58400	148000	192000	88400	59100	0	0	0	109000	119000	38900	98600	97400
met_7651	464000	150000	319000	153000	97200	342000	0	0	122000	133000	0	139000	168000	122000	78900	150000	78100	58700	66400	240000	0	0	0	175000	102000	131000	91800	53200
met_7653	34200	98100	90600	98800	110000	129000	0	0	107000	108000	0	100000	86600	67800	78700	78000	86100	96100	58000	128000	0	0	0	108000	69300	115000	67500	72800
met_7658	111000	127000	99000	108000	107000	121000	116000	144000	99000	99600	210000	102000	113000	95400	78600	116000	99100	80900	90700	102000	154000	135000	144000	129000	123000	135000	108000	120000
met_7671	123000	110000	178000	146000	127000	120000	0	0	127000	135000	0	147000	137000	146000	78000	136000	131000	137000	136000	118000	0	0	0	134000	116000	120000	135000	49500
met_7679	677000	77800	789000	84300	218000	674000	0	0	246000	241000	0	300000	337000	178000	77600	180000	37300	50500	96200	303000	0	0	0	285000	170000	339000	37100	108000
met_768	24800	315000	460000	42300	340000	66800	105000	2470	3380	170000	134000	59500	214000	148000	228000	332000	210000	350000	133000	42500	10200	8450	0	3450	232000	283000	143000	324000
met_7682	393000	238000	242000	145000	107000	373000	0	0	203000	435000	0	303000	240000	139000	77400	144000	296000	105000	49200	108000	0	0	0	238000	51000	154000	168000	24000
met_7685	189000	195000	71100	114000	117000	175000	0	0	107000	113000	0	153000	93400	74700	77400	92000	92600	122000	69100	118000	0	0	0	134000	114000	105000	72300	118000
met_7705	57200	51900	92500	104000	55300	60200	0	0	74200	48000	0	50800	177000	74900	76400	62600	51800	87100	50500	40800	0	0	0	73600	33800	82700	77400	94700
met_7712	66500	54600	40000	203000	30600	17800	0	0	53500	31100	0	29500	47800	69300	75700	50500	59000	82900	37200	76700	0	0	0	71300	71800	44500	56400	83000
met_7723	228000	129000	73500	403000	126000	163000	0	0	146000	72000	0	107000	569000	189000	75000	109000	335000	246000	111000	323000	0	0	0	189000	89100	95500	143000	56900
met_7745	116000	160000	121000	188000	77500	82500	0	0	124000	81900	0	61500	318000	85300	74300	140000	71900	138000	131000	52300	0	0	0	144000	125000	86200	173000	211000
met_7747	50900	36500	99200	55800	38400	22800	0	0	45800	25400	0	40100	128000	39300	74300	46200	28900	24000	39800	7060	0	0	0	48600	11500	34900	36300	93000
met_7772	177000	118000	136000	128000	87900	156000	0	0	110000	88200	2710	93900	247000	104000	73400	104000	89200	150000	74800	66500	0	0	0	124000	62400	133000	85700	122000
met_7778	74100	90700	79900	104000	69300	103000	0	0	103000	57600	0	72500	181000	78500	73300	63400	92500	109000	75600	116000	0	0	0	116000	68900	83000	96000	104000
met_778	140000	133000	113000	143000	128000	112000	103000	117000	106000	112000	193000	100000	117000	108000	105000	99800	104000	100000	125000	116000	108000	124000	125000	136000	140000	115000	132000	155000
met_7796	112000	93400	835000	141000	173000	122000	0	0	110000	80800	0	152000	741000	127000	72500	48600	193000	366000	102000	63200	0	0	0	165000	24800	202000	62100	91000
met_7801	106000	107000	99300	91200	89100	90500	97700	85300	81800	74900	164000	81600	76200	77600	72100	75700	65500	65300	63600	67000	146000	124000	133000	122000	115000	112000	99800	102000
met_7804	165000	123000	279000	106000	87800	84300	0	0	126000	73600	0	156000	181000	84700	72000	125000	65300	79600	59500	52800	0	0	0	136000	261000	89300	95100	134000
met_7807	102000	101000	100000	80100	91700	90500	95900	86300	81800	68800	152000	74400	79700	73800	72000	76600	60800	62400	59800	68100	132000	124000	132000	120000	118000	121000	92200	104000
met_7813	132000	223000	100000	111000	89600	214000	0	0	139000	212000	0	135000	139000	112000	71600	124000	118000	70700	84000	122000	0	0	0	142000	92500	120000	131000	71800
met_7814	310000	383000	0	408000	376000	608000	0	0	258000	428000	0	0	549000	848000	71600	9210	151000	328000	212000	427000	0	0	0	370000	121000	492000	391000	4530
met_7838	140000	91800	139000	126000	64500	110000	0	0	98700	75800	0	91900	205000	104000	70600	125000	81100	117000	85800	61200	0	0	0	107000	56200	112000	127000	109000
met_7846	75800	63000	126000	89200	55900	56200	0	0	72500	34200	0	50300	204000	67200	70300	61700	52800	93900	68400	29500	0	0	0	76300	32700	94200	38300	83800
met_7849	81000	81300	36700	252000	74300	19200	0	0	84200	17800	0	37600	108000	123000	70300	52900	124000	181000	78600	57600	0	0	0	73700	82900	24700	76900	75400
met_7864	144000	87400	130000	154000	85900	96800	0	0	102000	48600	0	92500	284000	77800	69900	89100	74000	122000	60500	42900	0	0	0	116000	46300	123000	91400	114000
met_7878	29800	94200	47600	30700	40300	126000	0	0	52000	85300	0	23200	35000	42400	69300	22300	28900	45000	25200	61900	0	0	0	53200	63300	82400	24200	46600
met_7887	35700	43600	29000	56100	14700	12300	0	0	42700	14800	0	32000	119000	53300	69100	24400	20700	23600	27300	13700	0	0	0	46000	14800	56500	30200	50300
met_7895	35900	54600	43000	99500	41300	12300	0	3560	47800	42000	5410	47700	56300	57400	68700	52300	73600	50300	33700	65600	3050	2570	2980	44300	51300	89400	58600	36800
met_7904	56900	33800	16500	37700	56100	25000	0	0	55300	95400	0	33900	42300	51100	68400	19800	24900	55800	14500	44900	0	0	0	61600	34600	50300	26900	26500
met_7906	175000	20000	159000	124000	23000	176000	41300	61200	0	0	202000	87200	88600	133000	68300	104000	117000	153000	151000	76700	101000	0	0	0	0	110000	129000	133000
met_791	105000	115000	106000	99300	105000	95400	101000	102000	104000	105000	170000	98700	101000	106000	93500	108000	87400	96700	86300	112000	115000	114000	119000	113000	119000	114000	112000	106000
met_7915	77900	135000	54200	86600	91500	105000	0	0	93700	50300	0	109000	135000	69300	68100	70900	127000	81500	69900	109000	0	0	0	91200	85200	62800	133000	60200
met_7924	63700	33200	363000	211000	316000	6740	3100	0	118000	45200	0	58100	326000	65500	67700	102000	150000	222000	199000	16400	0	0	0	132000	16600	102000	125000	160000
met_7925	0	60700	136000	29600	114000	59600	0	0	69200	54900	0	138000	66700	74600	67600	59300	69200	57400	38400	87800	0	0	0	94600	121000	109000	89200	112000
met_7927	330000	37500	372000	131000	48700	55300	0	0	103000	66500	0	59000	169000	69600	67600	74500	38000	65100	62500	64000	0	0	0	105000	124000	87600	34800	104000
met_7929	55700	83400	229000	107000	169000	61600	0	0	92800	39000	0	70900	181000	60300	67500	56800	99300	179000	91300	37400	0	0	0	98600	22800	96300	59100	116000
met_7933	109000	93700	137000	80900	103000	113000	0	0	102000	97000	0	118000	112000	98800	67300	101000	145000	73900	100000	106000	0	0	0	98800	69500	77600	82100	52300
met_7936	181000	117000	392000	114000	79700	140000	0	0	173000	156000	0	913000	199000	55900	67200	81200	121000	87900	111000	307000	0	0	0	195000	118000	196000	120000	131000
met_7942	55800	51400	37200	54100	15600	59400	0	0	59100	20200	0	56900	145000	70500	67100	23500	25400	31100	31200	16200	0	0	0	55900	18300	60200	16300	54100
met_7944	116000	120000	96800	86600	62000	107000	0	0	89400	72100	0	142000	185000	71300	67000	113000	84100	97500	66300	92400	0	0	0	94200	87100	71600	65300	54900
met_7953	112000	92400	80100	89600	70400	113000	0	0	78900	66800	0	78000	97500	70100	66700	67000	80900	73400	52000	98300	0	0	0	91500	61300	71400	70000	76400
met_7956	167000	281000	97900	55300	70100	184000	0	0	109000	131000	0	157000	83500	83900	66600	53200	70500	71200	91300	131000	0	2120	0	122000	106000	106000	98400	81800
met_7958	91300	87100	88900	76500	76200	73300	83600	85000	78700	87500	95700	79400	73000	75500	66600	72800	72700	68600	75000	70500	91900	86900	94300	91200	86200	84800	79300	88300
met_7963	69300	77100	87700	86400	50100	75600	0	0	70900	47600	0	59000	176000	68800	66500	52100	51400	80400	47200	28900	0	0	0	85300	34700	92000	53800	104000
met_7964	63600	62800	119000	137000	78700	75100	0	0	89600	102000	0	97900	99000	114000	66500	114000	111000	118000	123000	104000	0	0	0	108000	90500	105000	97200	24800
met_7969	138000	152000	111000	88700	71400	114000	0	0	100000	71200	0	94100	152000	95900	66300	97800	114000	113000	64200	149000	0	0	0	112000	144000	78900	98900	102000
met_7971	207000	270000	119000	120000	93200	211000	0	0	130000	105000	0	200000	122000	165000	66300	120000	85200	109000	63100	143000	0	0	0	145000	102000	85300	127000	90700
met_7973	67600	50200	61800	120000	78500	10500	0	0	78500	41800	0	61500	146000	46600	66200	68300	80500	48500	78100	14800	0	0	0	88700	15700	140000	78700	71600
met_7993	91300	87100	88900	76500	76200	73300	83600	85000	78700	77900	95700	76600	73000	75500	65100	70000	72700	68600	75000	70500	91900	86900	94300	91200	86200	84800	79300	88300
met_7994	77000	80800	33500	63300	12800	33500	0	0	33300	15500	0	45800	20100	35300	65100	22300	2900	27300	16600	23700	0	0	0	35400	26500	28200	3270	41100
met_7995	49900	33300	35100	30700	32200	31800	32500	55300	34200	31900	54100	48400	39600	78900	65000	68900	60900	75200	70100	68600	63300	37800	36800	36000	32400	35800	37800	47400
met_80	59400	692000	4390000	110000	2000000	183000	2040000	0	2060	989000	176000	2140000	1440000	1800000	584000	1380000	538000	2310000	672000	146000	3660	2990	2780	0	1270000	1170000	4800000	1640000
met_8010	76000	78100	33500	223000	69600	27500	0	0	61500	18700	0	38100	79400	97400	64600	51800	96900	139000	60000	37600	0	0	0	107000	96300	32100	82500	65300
met_8015	127000	50700	117000	110000	68000	67700	0	0	70600	40600	3460	50500	178000	66100	64600	91200	50600	64000	62400	25900	0	0	0	80800	21500	78600	70200	88600
met_8016	54000	40400	63700	47900	188000	34000	42800	0	0	48900	4850	74000	61200	48200	64500	72500	31900	61500	74600	34300	0	0	0	0	56500	66800	119000	42900
met_8017	14900	33700	26400	10600	27500	72300	12800	79000	14200	73700	4360	0	2370	44100	64500	34200	32500	20000	24500	40800	11800	3350	6830	0	0	0	0	16500
met_8018	76500	71800	37500	79400	22200	87900	0	0	56100	39200	0	66100	170000	70200	64400	48700	36300	51700	33000	31100	0	0	1740	67600	21400	87500	50200	55900
met_8025	93600	83600	84300	88600	97000	95400	0	0	88800	74300	0	88400	83900	83600	64200	94000	82800	82000	101000	64400	0	0	0	93400	111000	105000	93700	21100
met_8035	0	123000	59500	50900	104000	44500	0	0	90400	46300	0	82700	326000	50500	63900	86300	88100	41100	81300	49800	0	0	0	97300	93300	36700	163000	244000
met_8054	107000	90200	62000	92100	65900	113000	0	0	79300	74400	0	72100	88700	67800	63300	59600	79900	69100	51000	105000	0	0	0	101000	75300	67900	75800	71700
met_8056	90700	101000	57300	81400	44200	121000	0	0	67400	48000	0	76300	134000	67500	63300	55500	39300	51600	56100	50600	0	0	0	61300	34100	83200	54000	56800
met_8058	2730	227000	0	149000	134000	27800	0	0	117000	26100	0	0	15000	0	63200	205000	111000	102000	168000	39000	0	0	0	136000	189000	37800	114000	197000
met_8075	116000	651000	0	804000	244000	249000	0	0	269000	185000	0	0	114000	763000	62900	12600	54900	486000	622000	180000	0	0	0	322000	191000	360000	185000	2680
met_8079	63000	49400	71700	78000	70200	60100	0	0	66900	58800	0	35800	50400	53500	62800	51500	28100	37000	40300	57700	0	0	0	64900	66600	77400	32400	87400
met_8080	67300	388000	154000	94800	80200	346000	0	0	76500	237000	0	56500	1200000	60700	62800	66800	62300	93400	327000	146000	0	0	0	78600	52200	86500	50600	91900
met_8088	59700	50300	157000	107000	60900	93900	0	0	62500	39700	0	46100	178000	71300	62500	55300	56000	59800	44200	31300	4070	0	0	75000	49700	85700	52100	89900
met_8092	7370	61900	63000	122000	54700	56500	0	0	71400	31200	0	52700	177000	56100	62400	55400	57700	59600	55100	29900	0	0	0	65400	25300	82600	55800	78500
met_811	293000	71400	397000	233000	184000	454000	99000	112000	5190	53700	407000	190000	247000	300000	142000	229000	260000	363000	276000	144000	144000	9020	3820	5140	63400	243000	267000	411000
met_813	137000	140000	113000	115000	123000	119000	98100	98900	108000	104000	127000	139000	117000	134000	116000	117000	103000	112000	107000	97900	100000	98700	111000	123000	136000	118000	126000	125000
met_8144	236000	200000	228000	99700	130000	170000	0	0	129000	122000	0	174000	164000	125000	61100	128000	180000	82600	104000	99500	0	0	0	184000	126000	127000	155000	103000
met_8147	68800	54400	57100	57100	59800	63700	54900	96000	51000	55400	79600	51700	52800	57300	61100	53200	48800	51800	57900	46700	75300	64600	71800	76500	65400	73200	60800	58700
met_8149	88000	77400	72800	83100	66700	57600	87200	107000	69400	81300	137000	75000	105000	64900	61100	80900	52200	66000	63400	69200	100000	86200	75900	86100	87000	61500	67200	93600
met_8152	99400	61700	59400	36700	39000	50100	0	0	51400	48500	0	34400	60400	66900	61000	39300	26800	28500	28300	66200	0	0	0	61800	52200	37100	25200	66000
met_8160	80300	86500	80200	73500	81500	64600	81400	92400	74100	68600	81300	76500	71100	70000	60700	73300	71700	63600	67900	67000	86600	90800	93600	82600	80300	76900	81600	94300
met_8167	90800	87500	89800	73000	73200	91700	91100	118000	77600	67600	118000	74900	75500	76400	60500	82600	72600	64400	81200	60800	96100	110000	104000	86400	96500	101000	101000	92300
met_8175	55300	5070	52300	86400	20000	98300	30800	18300	0	3090	5370	55600	49300	48300	60200	51100	72100	53800	95200	33200	3620	0	0	0	2530	31600	32300	58600
met_8182	99600	108000	111000	57900	108000	109000	0	0	70900	31500	0	90500	130000	57500	60100	81800	101000	78300	84600	71100	0	0	0	96700	57900	65800	93900	65600
met_8191	2730	200000	0	139000	120000	27800	0	0	105000	22100	0	0	19500	0	60000	224000	92700	84900	168000	38200	0	0	0	133000	189000	37800	131000	191000
met_8201	30500	125000	102000	25000	70100	224000	19700	64900	27200	293000	50700	29400	37400	56300	59700	74700	41300	48200	41300	34200	75100	46400	41800	29000	42500	48700	29200	65500
met_8211	32400	34200	191000	28700	35100	56000	0	0	58900	30100	0	60500	53400	37600	59300	21100	77800	16200	21900	141000	0	0	0	56100	130000	43100	48700	9500
met_8213	365000	84000	227000	85400	94600	94000	6460	7650	106000	86300	10000	203000	112000	96600	59300	158000	99600	73300	53000	232000	15300	13500	12900	117000	228000	87100	152000	77000
met_8227	70400	64900	61300	65700	62700	64900	68600	69900	62500	61200	80400	60500	62400	67100	58900	61500	55400	55500	59400	59900	76400	75100	86100	79200	80900	71000	78000	66600
met_8228	373000	202000	266000	162000	73400	260000	0	0	155000	226000	0	311000	412000	175000	58900	61000	224000	124000	29200	422000	0	0	0	250000	62400	270000	101000	29300
met_8234	124000	78300	85900	53700	76200	57200	0	0	61400	56300	0	87900	99900	57600	58700	49600	50700	36300	18300	72600	0	0	0	84200	97200	66800	80600	35600
met_8237	113000	28300	426000	109000	254000	82900	0	0	135000	107000	0	110000	62500	61800	58600	103000	207000	219000	184000	43100	0	0	0	170000	36600	84100	149000	177000
met_8239	62900	99400	62200	62900	63500	157000	68400	60500	61900	113000	69900	64600	62100	62900	58600	58600	57900	59600	56300	53600	74500	73700	79500	80400	68000	92900	64500	65400
met_8244	253000	119000	119000	100000	62700	143000	2900	0	94100	104000	2850	115000	77200	87000	58500	102000	102000	79400	52700	263000	0	2840	0	121000	185000	108000	111000	122000
met_8256	248000	30900	189000	239000	58000	43000	0	0	98800	34700	0	63000	95600	95000	58200	93500	52100	80600	66100	64700	0	0	0	99700	141000	58100	35800	101000
met_8264	83600	50100	86000	99000	49000	91800	0	0	72000	55200	0	48400	195000	83100	58000	85500	51500	52800	57600	45900	0	0	0	84500	29600	68100	61100	94300
met_8266	97400	123000	64900	104000	44800	70800	2450	3510	56100	77900	3800	95900	63800	51700	57900	74600	92600	51100	43200	80100	3140	2470	2930	77700	74100	90100	98000	49200
met_8272	47300	38800	55100	38700	152000	16800	38500	0	0	45600	4400	58200	50200	42600	57800	54600	28900	50900	61900	34700	0	2380	0	0	43800	59900	100000	34000
met_8286	26500	86700	44300	31400	37500	119000	0	0	44300	75200	0	24400	34700	34500	57400	24900	26200	40900	23100	54400	0	0	0	52300	57800	74000	24900	43700
met_8291	60700	89900	34300	29300	21100	80500	0	0	52100	51600	0	47900	89800	44200	57200	37800	73300	19500	50200	63200	0	0	0	59100	35300	61100	62000	72500
met_8319	99800	81900	140000	122000	107000	99100	0	0	94600	106000	0	119000	86500	102000	56700	103000	104000	96200	100000	83200	0	0	0	124000	98000	97300	119000	17300
met_8321	48400	78200	138000	105000	83700	50700	0	0	67200	29700	0	56500	158000	51100	56600	55200	105000	105000	70700	37500	0	0	0	81300	37000	77800	43800	97500
met_8323	84400	80000	88500	74300	75600	72000	76100	73800	64000	66700	132000	65600	66000	69200	56600	63400	59700	50900	50100	56500	119000	115000	112000	101000	98400	95600	94500	82600
met_8332	84600	105000	57900	73600	49400	72200	0	0	63100	34500	0	61400	105000	72600	56300	54000	76400	60800	54600	63400	0	0	0	82500	51100	56800	61200	44700
met_8334	208000	166000	191000	85400	106000	127000	0	0	108000	100000	0	162000	152000	123000	56200	112000	148000	55100	82600	92000	0	0	0	160000	90000	98500	123000	72700
met_8340	126000	217000	360000	107000	89900	108000	1790	0	87500	74500	0	124000	133000	68800	56200	153000	72000	96500	60200	127000	0	0	0	203000	164000	80700	89900	135000
met_8345	34900	22600	104000	41400	53800	17600	0	0	52400	19200	0	40700	61700	41100	56000	44600	40100	31500	46200	12300	0	0	0	52200	38300	25000	51300	73700
met_8354	86800	81400	163000	78400	124000	85900	0	0	77200	54900	0	150000	92900	62100	55700	86700	77500	67500	77600	82700	0	0	0	109000	82100	85800	98000	45500
met_8365	76600	9880	40700	153000	25500	69800	22700	15200	0	0	21700	45000	17600	52400	55200	49000	68600	30300	77500	27500	15000	3480	2650	0	0	40400	63500	49900
met_8384	149000	157000	56300	98700	96100	166000	0	0	93700	84100	0	88300	72300	64300	54800	66100	80300	95000	55600	111000	0	0	0	111000	80500	82000	58900	78900
met_8387	59800	53900	80900	48900	59400	78200	0	0	60100	57900	0	55900	65500	51500	54700	52300	61400	46000	47800	70500	0	0	0	64200	51100	67300	56100	35800
met_8389	66200	102000	35900	95900	43100	49800	2980	2870	43900	47900	3370	68900	51200	54000	54700	53900	80000	44300	38900	64200	2830	0	0	46700	60600	84900	57200	32300
met_839	103000	102000	136000	177000	148000	707000	94000	202000	2630	7810	37900	89600	117000	166000	112000	104000	103000	98800	119000	102000	38400	0	0	2430	4810	107000	183000	123000
met_8398	56300	55200	46400	70200	29800	60600	0	0	50300	24500	0	39400	138000	50100	54400	37600	41100	53300	32200	32300	0	0	0	61800	26100	74800	34600	57500
met_8413	190000	72400	333000	38700	82100	391000	0	0	110000	67900	0	130000	187000	93300	54000	70000	17800	28700	63300	82900	0	0	0	120000	68700	123000	25100	78500
met_8431	11900	85000	62000	22200	75200	24400	22600	2550	2310	38000	47300	26300	63100	29400	53700	53100	75400	52700	33100	14100	2960	3740	0	0	54400	112000	19600	76500
met_8435	165000	52000	357000	199000	252000	83400	0	0	109000	70700	3150	92300	195000	110000	53600	133000	250000	286000	177000	36500	0	0	0	198000	39100	117000	130000	158000
